,Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,ID,Genre
17,Red Faction: Guerrilla Re-Mars-tered    Read the review,XOne,THQ Nordic,Volition,5.0,N/A,N/A,N/A,0.05m,0.04m,0.01m,N/A,0.00m,03rd Jul 18,20th Apr 18,221893,Shooter
18,Adios    Read the review,XOne,Unknown,Mischief,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Apr 21,228758,Adventure
19,Afterfall: InSanity    Read the review,PC,Unknown,ntoxicate Studios,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Nov 11,N/A,68391,Action
20,Antigraviator    Read the review,PC,Iceberg Interactive,Cybernetic Walrus,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Jun 18,06th Jul 18,222319,Racing
21,Blair Witch    Read the review,XOne,Microsoft Game Studios,Bloober Team,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Aug 19,08th Jul 19,224940,Adventure
22,Bleed 2    Read the review,NS,Digerati,Bootdisk Revolution,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Mar 18,16th Apr 19,221351,Action
23,Bounty Battle    Read the review,NS,Unknown,DarkScreen Games,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Sep 20,227298,Fighting
24,Cake Bash    Read the review,NS,Unknown,High Tea Frog,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Nov 20,227846,Party
25,Call of Duty: Modern Warfare    Read the review,XOne,Activision,Infinity Ward,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Oct 19,01st Jun 19,224872,Shooter
26,Clustertruck    Read the review,NS,TinyBuild Games,Landfall,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Mar 18,01st Mar 18,221193,Misc
27,Concrete Genie    Read the review,PS4,Sony Interactive Entertainment,PixelOpus,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Oct 19,10th Apr 20,221811,Action-Adventure
28,Crackdown 3    Read the review,XOne,Microsoft Studios,Sumo Digital Ltd,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Feb 19,12th Aug 20,82914,Action
29,Dark Devotion    Read the review,PS4,Unknown,Hibernian Workshop,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Nov 19,225775,Action-Adventure
30,Degrees of Separation    Read the review,NS,Unknown,Moondrop,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 19,223644,Puzzle
31,Deliver Us The Moon    Read the review,PC,Unknown,KeokeN Interactive,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Oct 19,225718,Adventure
32,Disc Jam    Read the review,NS,High Horse Entertainment,High Horse Entertainment,5.0,N/A,4.9,N/A,N/A,N/A,N/A,N/A,N/A,08th Feb 18,12th Feb 18,221094,Sports
33,Downward Spiral: Horus Station    Read the review,PS4,3rd Eye Studios,3rd Eye Studios,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Sep 18,18th Sep 18,222827,Action-Adventure
34,Draugen    Read the review,XOne,Unknown,Red Thread Games,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Mar 20,226337,Adventure
35,Emerald Shores    Read the review,PSV,Unknown,Fordesoft,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Mar 19,223860,Platform
36,Exit the Gungeon    Read the review,PC,Devolver Digital,Dodge Roll,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Mar 20,03rd Mar 20,226277,Action-Adventure
37,Ghost of Tsushima    Read the review,PS4,Sony Interactive Entertainment,Sucker Punch,5.0,8.8,N/A,6.50m,N/A,N/A,N/A,N/A,N/A,17th Jul 20,10th Jul 20,221791,Action-Adventure
38,Hyrule Warriors: Age of Calamity    Read the review,NS,Nintendo,Koei Tecmo Games,5.0,9.0,N/A,3.70m,N/A,N/A,N/A,N/A,N/A,20th Nov 20,12th Sep 20,227297,Action
39,InnerSpace    Read the review,NS,"Aspyr Media, Inc.",PolyKnight Games,5.0,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jan 18,12th Jan 18,220612,Adventure
40,Leisure Suit Larry: Wet Dreams Dry Twice    Read the review,XOne,Unknown,CrazyBunch,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th May 21,228819,Adventure
41,Mages of Mystralia    Read the review,NS,Borealys Games,Borealys Games,5.0,N/A,7.0,N/A,N/A,N/A,N/A,N/A,N/A,29th Jan 19,16th Dec 18,223170,Action-Adventure
42,Mario Golf: Super Rush    Read the review,NS,Nintendo,Camelot Software Planning,5.0,N/A,N/A,1.34m,N/A,N/A,N/A,N/A,N/A,25th Jun 21,17th Feb 21,228277,Sports
43,Moons Of Madness    Read the review,XOne,Funcom,Rock Pocket Ltd,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Mar 20,16th Jan 20,196501,Role-Playing
44,No Straight Roads    Read the review,XOne,Unknown,Metronomik,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Sep 20,227369,Music
45,Old Man's Journey    Read the review,NS,Broken Rules,Broken Rules,5.0,N/A,8.8,N/A,N/A,N/A,N/A,N/A,N/A,20th Feb 18,12th Feb 18,221082,Puzzle
46,Oniken: Unstoppable Edition    Read the review,NS,Unknown,JoyMasher,5.0,N/A,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Feb 19,223413,Action
47,Override 2: Super Mech League    Read the review,PC,Unknown,The Balance Inc,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Jan 21,228102,Fighting
48,Rad Rodgers    Read the review,XOne,THQ Nordic,3D Realms,5.0,N/A,N/A,N/A,0.02m,0.02m,N/A,N/A,0.00m,21st Feb 18,08th Jan 18,220596,Platform
49,Resident Evil: Resistance    Read the review,PS4,Unknown,Capcom,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Apr 20,226412,Action
50,Ritual: Crown of Horns    Read the review,NS,Unknown,Draw Distance,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Nov 19,225751,Shooter
51,Save me Mr Tako: Tasukete Tako-San    Read the review,NS,Nicalis,Christophe Galati,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Oct 18,17th Oct 18,222967,Platform
52,Saw II: Flesh & Blood    Read the review,X360,Konami,Zombie Studios,5.0,4.9,N/A,N/A,0.15m,0.10m,0.04m,N/A,0.01m,19th Oct 10,N/A,44585,Action
53,Sea of Thieves    Read the review,PC,Microsoft Studios,Rare Ltd.,5.0,6.7,N/A,1.00m,N/A,N/A,N/A,N/A,N/A,20th Mar 18,01st Oct 18,85755,Action-Adventure
54,Seeking Dawn    Read the review,PC,Multiverse,Multiverse Entertainment,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jul 18,12th Aug 18,222598,Shooter
55,Shiftlings - Enhanced Edition    Read the review,NS,Unknown,Rock Pocket Ltd,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Feb 18,221084,Platform
56,Skully    Read the review,NS,Unknown,Finish Line Games,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Aug 20,227058,Action
57,Stranded Sails: Explorers of the Cursed Islands    Read the review,NS,Unknown,Lemonbomb Entertainment,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Oct 19,225715,Role-Playing
58,Super Neptunia RPG    Read the review,PS4,Idea Factory International,Idea Factory,5.0,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,31st Mar 19,29th Dec 18,222001,Role-Playing
59,Sword Art Online: Alicization Lycoris    Read the review,PS4,Bandai Namco Entertainment,Bandai Namco Games,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Jul 20,30th Mar 19,224551,Role-Playing
60,Swordbreaker The Game    Read the review,PSV,Unknown,DuCats Games Studio,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Oct 20,227411,Adventure
61,Tennis 1920s    Read the review,NS,Unknown,Helium9 Games,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Jul 20,226960,Sports
62,The Complex    Read the review,NS,Unknown,Wales Interactive Ltd.,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Mar 20,226359,Adventure
63,The Fall Part 2: Unbound    Read the review,NS,Over The Moon,Over the Moon,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 18,07th Feb 18,220885,Action-Adventure
64,The Great Perhaps    Read the review,PC,Unknown,Caligari Games,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Aug 19,225518,Puzzle
65,The Lost Child    Read the review,NS,NIS America,Crim,5.0,7.5,N/A,N/A,0.03m,0.02m,N/A,N/A,0.00m,19th Jun 18,20th Sep 18,221236,Role-Playing
66,The Survivalists    Read the review,NS,Team17,Team17,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,10th Dec 19,225874,Action-Adventure
67,Turnip Boy Commits Tax Evasion     Read the review,NS,Unknown,Snoozy Kazoo,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Apr 21,228684,Action-Adventure
68,UBERMOSH:BLACK    Read the review,NS,Unknown,Walter Machado,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Aug 20,227077,Action
69,Ultra Space Battle Brawl    Read the review,NS,Unknown,Mojiken Studio,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 18,222419,Sports
70,We Happy Few    Read the review,PC,Gearbox Software,Compulsion Games,5.0,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,10th Aug 18,N/A,204844,Action
71,Weakless    Read the review,XOne,Punk Notion,Cubeish Games,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19,14th Aug 19,225525,Puzzle
72,When the Past was Around    Read the review,XOne,Unknown,Mojiken Studio,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Dec 20,227988,Adventure
73,Whipseey and the Lost Atlas    Read the review,NS,Unknown,Daniel A. Ramirez,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Sep 19,225604,Platform
74,XCOM: Chimera Squad    Read the review,PC,2K Games,Firaxis Games,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Apr 20,15th Apr 20,226429,Strategy
75,Hasbro Family Game Night 2    Read the review,Wii,Electronic Arts,EA Bright Light,5.0,6.4,N/A,N/A,1.36m,0.70m,0.52m,N/A,0.13m,27th Oct 09,N/A,34463,Misc
76,NERF N-Strike Elite    Read the review,Wii,Electronic Arts,EA Salt Lake,5.0,7.5,N/A,N/A,1.00m,0.93m,N/A,N/A,0.07m,26th Oct 09,N/A,36473,Shooter
77,Valkyria Chronicles: Enter the Edy Detachment    Read the review,PSN,Sega,Sega WOW Overworks,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Apr 09,N/A,35428,Role-Playing
78,TNA iMPACT!    Read the review,Wii,Midway Games,Midway Studios Los Angeles,4.9,5.3,N/A,N/A,0.16m,0.14m,0.01m,N/A,0.01m,16th Sep 08,N/A,15197,Fighting
79,Hot Pixel    Read the review,PSP,Atari,zSlide,4.8,5.7,N/A,N/A,0.03m,0.03m,0.00m,N/A,0.00m,02nd Oct 07,N/A,7565,Puzzle
80,G.I. Joe: The Rise of Cobra    Read the review,X360,Electronic Arts,Double Helix Games,4.7,3.8,N/A,N/A,0.24m,0.17m,0.05m,N/A,0.02m,04th Aug 09,N/A,32699,Action
81,Unsolved Crimes    Read the review,DS,Atari,Now Production,4.6,6.0,N/A,N/A,0.05m,0.04m,0.01m,N/A,N/A,30th Sep 08,N/A,25941,Adventure
82,Doom Eternal: The Ancient Gods - Part One    Read the review,PC,Unknown,id Software,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Nov 20,227771,Shooter
83,Gal*Gun Returns    Read the review,NS,Unknown,Inti Creates,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jan 21,228163,Shooter
84,Hitchhiker    Read the review,XOne,Unknown,Mad About Pandas,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th May 21,228825,Adventure
85,Insurmountable    Read the review,PC,Unknown,ByteRockers Games,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th May 21,228867,Strategy
86,Jake Hunter Detective Story: Memories of the Past    Read the review,DS,Aksys Games,WorkJam,4.5,N/A,N/A,N/A,0.11m,0.06m,0.00m,0.05m,0.00m,26th May 09,N/A,18655,Adventure
87,Last Stop    Read the review,XS,Annapurna Interactive,Variable State,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,22nd Sep 20,227362,Adventure
88,Major Minor's Majestic March    Read the review,Wii,Majesco,NanaOn-Sha,4.5,4.5,N/A,N/A,0.05m,0.05m,0.00m,N/A,0.00m,02nd Apr 09,N/A,25684,Misc
89,Marvel's Avengers    Read the review,XS,Square Enix,Crystal Dynamics,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Nov 20,24th Jun 20,226859,Action
90,Prince of Persia: Epilogue    Read the review,PSN,Ubisoft,Ubisoft Montreal,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Mar 09,N/A,32633,Platform
91,Prince of Persia: Epilogue    Read the review,XBL,Ubisoft,Ubisoft Montreal,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Mar 09,N/A,32632,Platform
92,Twin Mirror    Read the review,XOne,Bandai Namco,DONTNOD Entertainment,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,09th Jun 19,224549,Adventure
93,Witchcrafty    Read the review,PSV,Unknown,PigeonDev,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Jul 21,229381,Platform
94,Sudoku Ball Detective    Read the review,DS,Playlogic Game Factory,WhiteBear Studios,4.4,5.0,N/A,N/A,0.06m,0.06m,0.00m,N/A,0.00m,22nd Sep 09,N/A,31885,Puzzle
95,Destroy All Humans! Big Willy Unleashed    Read the review,Wii,THQ,Locomotive Games,4.3,5.3,N/A,N/A,0.13m,0.12m,0.00m,N/A,0.01m,25th Feb 08,N/A,7736,Action
96,The Punisher: No Mercy    Read the review,PSN,Zen Studios,Zen Studios,4.3,4.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jul 09,N/A,27020,Shooter
97,Again    Read the review,DS,KOEI,Cing,4.2,6.0,N/A,N/A,0.07m,0.07m,N/A,0.00m,0.01m,30th Mar 10,N/A,39420,Adventure
98,Last Rebellion    Read the review,PS3,NIS America,Hit Maker,4.2,4.8,N/A,N/A,0.09m,0.06m,0.01m,0.01m,0.01m,23rd Feb 10,N/A,34286,Role-Playing
99,A Gummy's Life    Read the review,NS,Unknown,EP Games,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Sep 18,222859,Party
100,Aliens: Fireteam Elite    Read the review,PC,Unknown,Cold Iron Studios,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jun 21,229312,Shooter
101,Ancestors: The Humankind Odyssey    Read the review,XOne,Private Division,Panache Digital Games,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Dec 19,09th Apr 19,223136,Adventure
102,Beasts of Maravilla Island    Read the review,XOne,Unknown,Banana Bird Studios,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Aug 21,229505,Adventure
103,Biomutant    Read the review,XOne,THQ Nordic,Experiment 101,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Mar 19,18th Aug 21,198833,Role-Playing
104,Blightbound    Read the review,PC,Unknown,Ronimo Games,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Jul 21,229384,Action-Adventure
105,Bright Memory    Read the review,XS,Unknown,FYQD Personal Studio,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Dec 20,227918,Shooter
106,Cat Girl Without Salad: Amuse-Bouche    Read the review,NS,Unknown,WayForward,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 20,226398,Action
107,Close to the Sun    Read the review,XOne,Wired Productions,Storm in a Teacup,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19,19th May 19,224840,Adventure
108,Daymare: 1998    Read the review,XOne,Destructive Creations,Invader Studios,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19,16th Aug 19,225561,Action-Adventure
109,Death end re;Quest 2    Read the review,PS4,Compile Heart,Compile Heart,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 20,24th Jan 20,226000,Role-Playing
110,Death Stranding    Read the review,PS4,Sony Interactive Entertainment,Kojima Productions,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Nov 19,26th Jul 21,221851,Action-Adventure
111,Dreamcast Collection    Read the review,X360,Sega,Sega,4.0,5.3,N/A,N/A,0.24m,0.16m,0.06m,N/A,0.02m,22nd Feb 11,N/A,48605,Misc
112,Fallout 76    Read the review,PS4,Bethesda Softworks,Bethesda Game Studios,4.0,5.1,N/A,N/A,1.32m,0.52m,0.49m,0.10m,0.20m,14th Nov 18,02nd Dec 18,222026,Role-Playing
113,Gal Gun 2    Read the review,PS4,PQube,Inti Creates,4.0,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,24th Apr 18,04th Mar 18,220836,Simulation
114,Generation Zero    Read the review,XOne,THQ Nordic,Avalanche Studios,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Mar 19,18th Mar 19,223849,Shooter
115,HyperBrawl Tournament    Read the review,PC,Unknown,Milky Tea,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Oct 20,227611,Sports
116,Island Saver    Read the review,NS,Unknown,Stormcloud Games,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th May 20,226573,Education
117,King of Seas    Read the review,XOne,Unknown,3DClouds.it,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Jun 21,228882,Role-Playing
118,Leisure Suit Larry: Wet Dreams Don't Dry    Read the review,XOne,Unknown,CrazyBunch,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Oct 20,227498,Adventure
119,Mary Skelter: Nightmares 2    Read the review,PS4,Compile Heart,Compile Heart,4.0,N/A,N/A,N/A,0.03m,N/A,N/A,0.03m,N/A,12th Jul 18,20th Jul 18,222036,Role-Playing
120,Monster Hunter Generations Ultimate    Read the review,NS,Capcom,Capcom,4.0,7.7,N/A,N/A,0.72m,0.27m,0.14m,0.27m,0.04m,28th Aug 18,30th Aug 18,199845,Action
121,My Aunt is a Witch    Read the review,PSV,Unknown,Sometimes You,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,227889,Visual Novel
122,NightCry    Read the review,PSV,Unknown,Nude Maker,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 19,223557,Action-Adventure
123,Nom Nom Apocalypse    Read the review,PC,Unknown,Deadleaf Games,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Mar 20,226324,Action
124,Past Cure    Read the review,PS4,Phantom 8 Studio,Phantom 8 Studio,4.0,N/A,N/A,N/A,0.03m,0.02m,N/A,N/A,0.00m,23rd Feb 18,08th Jan 18,220592,Action
125,Pilot Sports    Read the review,NS,EuroVideo Medien,Z-Software GmbH,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 18,02nd Nov 18,222895,Sports
126,Robbotto    Read the review,NS,Unknown,JMJ Interactive,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Sep 18,222805,Action
127,Sea of Solitude    Read the review,XOne,Electronic Arts,Jo-Mei Games,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Jul 19,02nd Jun 19,222100,Adventure
128,Sentinels of Freedom    Read the review,NS,Unknown,Underbite Games,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Aug 20,227114,Strategy
129,Serious Sam 4    Read the review,PC,Devolver Digital,Croteam,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Sep 20,20th May 20,226582,Action
130,Spirit of the North    Read the review,PS4,Unknown,Infuse Studio,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Nov 19,225772,Action-Adventure
131,Subnautica    Read the review,PC,Unknown Worlds Entertainment,Unknown Worlds Entertainment,4.0,N/A,N/A,2.87m,N/A,N/A,N/A,N/A,N/A,23rd Jan 18,14th Feb 18,221100,Adventure
132,Summer in Mara    Read the review,XOne,Unknown,Chibig,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jan 21,228181,Action-Adventure
133,The Outer Worlds: Murder on Eridanos    Read the review,PC,Unknown,Obsidian Entertainment,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Apr 21,228730,Role-Playing
134,Umihara Kawase BaZooKa!    Read the review,NS,Success,Studio Saizensen,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th May 20,11th May 20,226541,Action
135,Watch Dogs Legion    Read the review,XOne,Ubisoft,Ubisoft,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Oct 20,18th Jun 19,225015,Action-Adventure
136,Windbound    Read the review,NS,Deep Silver,5 Lives Studios,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Aug 20,06th Jul 20,226894,Action-Adventure
137,Alone In The Dark    Read the review,Wii,Atari,Hydravision Entertainment,4.0,3.1,N/A,N/A,0.18m,0.09m,0.08m,N/A,0.02m,23rd Jun 08,N/A,13672,Adventure
138,Deadly Premonition    Read the review,X360,Ignition Entertainment,Access Games,4.0,6.0,7.8,N/A,0.26m,0.18m,0.06m,0.00m,0.02m,23rd Feb 10,N/A,40628,Action
139,Dreamkiller    Read the review,PC,Aspyr,Mindware Studios,4.0,4.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Oct 09,N/A,35868,Shooter
140,"Flower, Sun, and Rain    Read the review",DS,Marvelous Interactive,High Horse Entertainment,4.0,5.7,N/A,N/A,0.07m,0.06m,0.00m,N/A,0.01m,15th Jun 09,N/A,28278,Adventure
141,Cross Edge     Read the review,PS3,NIS America,Compile Heart,3.8,5.4,N/A,N/A,0.23m,0.14m,0.02m,0.05m,0.02m,26th May 09,N/A,35274,Role-Playing
142,Dead or Alive Paradise    Read the review,PSP,Tecmo,Team Ninja,3.7,4.5,N/A,N/A,0.20m,0.08m,0.02m,0.07m,0.02m,30th Mar 10,N/A,42625,Misc
143,America's Next Top Model    Read the review,DS,Conspiracy Entertainment,Independent Arts Software,3.5,N/A,N/A,N/A,0.10m,0.10m,0.00m,N/A,0.01m,01st Jun 10,N/A,28274,Simulation
144,I Saw Black Clouds    Read the review,XOne,Unknown,Ghost Dog Films,3.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Apr 21,228784,Adventure
145,Lost: Via Domus    Read the review,PS3,Ubisoft,Ubisoft Montreal,3.5,N/A,N/A,N/A,0.50m,0.19m,0.23m,N/A,0.09m,26th Feb 08,N/A,16958,Action
