,Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,ID,Genre
15,Demon's Tier+    Read the review,PSV,EastAsiaSoft,Diabolical Mind,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jun 20,17th Jun 20,226764,Role-Playing
16,Desperados III    Read the review,PS4,THQ Nordic,Mimimi Productions,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jun 20,09th Apr 19,224657,Strategy
17,Detective Pikachu    Read the review,3DS,Nintendo,Creatures Inc.,7.0,7.1,N/A,N/A,0.47m,0.15m,0.17m,0.12m,0.03m,23rd Mar 18,12th Jan 18,86427,Adventure
18,Disco Dodgeball Remix    Read the review,NS,Unknown,Zen Studios,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th May 18,221971,Sports
19,Dissidia Final Fantasy NT    Read the review,PS4,Square Enix,Square Enix,7.0,N/A,N/A,N/A,0.46m,0.19m,0.06m,0.16m,0.05m,30th Jan 18,10th Jan 18,181049,Fighting
20,DISTRAINT: Deluxe Edition    Read the review,PSV,Unknown,Jesse Makkonen,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Sep 19,225658,Adventure
21,Donkey Kong Country: Tropical Freeze    Read the review,NS,Nintendo,Retro Studios,7.0,9.1,9.1,2.65m,N/A,N/A,N/A,N/A,N/A,04th May 18,02nd Aug 20,220635,Platform
22,Doom Eternal: The Ancient Gods - Part Two    Read the review,PC,Unknown,id Software,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 21,228619,Shooter
23,Double Dragon & Kunio-kun: Retro Brawler Bundle    Read the review,NS,Unknown,Arc System Works,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 20,226184,Action
24,Dragon Ball FighterZ    Read the review,PS4,Namco Bandai Games,Arc System Works,7.0,N/A,N/A,2.17m,N/A,N/A,N/A,N/A,N/A,26th Jan 18,02nd Apr 18,181693,Fighting
25,Dragon Ball Z: Kakarot    Read the review,PS4,Bandai Namco Games,CyberConnect2,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Jan 20,23rd Jul 19,223367,Action
26,Dynasty Warriors 9    Read the review,XOne,Tecmo Koei,Omega Force,7.0,N/A,N/A,N/A,0.08m,0.06m,0.01m,N/A,0.01m,13th Feb 18,31st Dec 17,220250,Action
27,Etherborn    Read the review,XOne,Unknown,Altered Matter,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Aug 19,225586,Puzzle
28,Evolution: The Video Game    Read the review,PC,North Star Games,North Star Digital Studios,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Feb 19,01st Mar 19,223762,Strategy
29,Exception    Read the review,NS,Traxmaster Software,Traxmaster Software,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Aug 19,11th Aug 19,225491,Platform
30,Fell Seal: Arbiter's Mark    Read the review,NS,Unknown,6 Eyes Studio,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Sep 19,225640,Role-Playing
31,Flat Heroes    Read the review,NS,Unknown,Parallel Circles,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Aug 18,222420,Platform
32,Fury Unleashed    Read the review,NS,Unknown,Awesome Games Studio,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th May 20,226530,Action
33,Gato Roboto    Read the review,NS,Devolver Digital,Doinksoft,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th May 19,01st Jun 19,224869,Action-Adventure
34,Gears 5    Read the review,XOne,Microsoft Studios,The Coalition,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Sep 19,09th Jun 19,222114,Shooter
35,Ghost of Tsushima Director's Cut    Read the review,PS5,Sony Interactive Entertainment,Sucker Punch Productions,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Aug 21,23rd Jul 21,229394,Action-Adventure
36,Gunlord X    Read the review,PS4,Unknown,NG:DEV.TEAM,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Dec 19,225894,Action
37,Gunvolt Chronicles: Luminous Avenger iX    Read the review,NS,Unknown,Inti Creates,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st May 19,224866,Action
38,Hardcore Mecha    Read the review,PS4,RocketPunch Games,RocketPunch Games,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Jan 20,13th Jan 20,225945,Action
39,Hatsune Miku: Project Diva MegaMix    Read the review,NS,Sega,Sega,7.0,N/A,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,15th May 20,24th Jan 20,226004,Music
40,Headliner: NoviNews    Read the review,NS,Chorus Worldwide Games,Unbound Creations,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Sep 19,02nd Sep 19,225606,Adventure
41,Hitman 3    Read the review,PS4,IO Interactive,IO Interactive,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,12th Jun 20,226686,Action-Adventure
42,Hyrule Warriors: Definitive Edition    Read the review,NS,Nintendo,Omega Force,7.0,8.0,N/A,N/A,0.46m,0.21m,0.15m,0.07m,0.03m,18th May 18,30th Dec 19,220630,Action
43,Iconoclasts    Read the review,PSV,Bifrost Entertainment,Joakim Sandberg,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jan 18,23rd Jan 18,220879,Action-Adventure
44,Immortal Realms: Vampire Wars    Read the review,PS4,Kalypso Media,Palindrome Interactive,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Aug 20,12th May 20,226550,Strategy
45,Immortal Redneck    Read the review,XOne,CremaGames,CremaGames,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Feb 18,07th Mar 18,221251,Shooter
46,Infinite: Beyond The Mind    Read the review,NS,Blowfish Studios,Emilie COYO,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th May 20,06th May 20,226491,Action-Adventure
47,Into the Dead 2    Read the review,NS,Versus Evil,PikPok,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Oct 19,24th Oct 19,225711,Action
48,Iro Hero    Read the review,NS,Unknown,Artax Games SL,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Jun 18,222074,Shooter
49,Jamestown+    Read the review,NS,Unknown,Final Form Games,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Dec 19,225833,Shooter
50,Jotun: Valhalla Edition    Read the review,NS,Unknown,Thunder Lotus Games,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Apr 18,221883,Action
51,Journey To the Savage Planet    Read the review,XOne,505 Games,Typhoon Studios,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jan 20,11th Apr 19,223120,Adventure
52,Judgment     Read the review,PS4,Sega,Sega,7.0,N/A,N/A,N/A,0.22m,N/A,N/A,0.22m,N/A,25th Jun 19,05th Apr 19,223191,Action-Adventure
53,Kero Blaster    Read the review,NS,Unknown,Studio Pixel,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Aug 18,222665,Action
54,Killer Queen Black    Read the review,NS,"Liquid Bit, LLC","Liquid Bit, LLC",7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Oct 19,13th Sep 19,225635,Action
55,Kingdom Come: Deliverance    Read the review,PC,Warhorse Studios,Warhorse Studios,7.0,N/A,N/A,1.10m,N/A,N/A,N/A,N/A,N/A,13th Feb 18,10th Jan 18,79058,Role-Playing
56,Kingdoms of Amalur: Re-Reckoning    Read the review,PS4,THQ Nordic,Kaiko,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Sep 20,09th Jul 20,226910,Role-Playing
57,Kirby Star Allies    Read the review,NS,Nintendo,HAL Laboratory,7.0,8.1,10.0,2.93m,N/A,N/A,N/A,N/A,N/A,16th Mar 18,14th Mar 18,182718,Platform
58,Kunai    Read the review,NS,The Arcade Crew,TurtleBlaze,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Feb 20,14th Jan 20,225956,Action-Adventure
59,Legends of WrestleMania    Read the review,PS3,THQ,Yuke's,7.0,N/A,N/A,N/A,0.55m,0.30m,0.17m,0.00m,0.07m,24th Mar 09,N/A,29089,Fighting
60,LEGO DC Super-Villains    Read the review,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,7.0,N/A,N/A,N/A,0.30m,0.20m,0.07m,N/A,0.03m,16th Oct 18,04th Jun 18,222042,Action-Adventure
61,London Detective Mysteria    Read the review,PSV,Xseed Games,Karin Entertainment,7.0,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,18th Dec 18,27th Dec 18,89596,Visual Novel
62,Lost Ember    Read the review,PC,Mooneye Studios,Mooneye Studios,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Jul 19,11th Apr 19,224691,Adventure
63,Love Live! School Idol Festival ~After School Activity~ Wai-Wai! Home Meeting!!    Read the review,PS4,Unknown,BushiRoad,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Feb 21,228236,Music
64,MagiCat    Read the review,NS,Unknown,Kucing Rembes,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Sep 18,222857,Platform
65,Mario & Sonic at the Tokyo 2020 Olympic Games    Read the review,NS,Sega,Sega,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Nov 19,12th Jun 19,224532,Sports
66,Mario Tennis Aces    Read the review,NS,Nintendo,Camelot Software Planning,7.0,7.8,N/A,3.06m,N/A,N/A,N/A,N/A,N/A,22nd Jun 18,14th Jun 18,220629,Sports
67,Marvel's Iron Man VR    Read the review,PS4,Sony Interactive Entertainment,Camouflaj,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Jul 20,07th Oct 19,224111,Action
68,Mechstermination Force    Read the review,NS,Unknown,Horberg Productions,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Apr 19,224598,Action
69,Mighty Goose    Read the review,NS,Unknown,Blastmode,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jun 21,228873,Shooter
70,Minecraft: Dungeons    Read the review,XOne,Microsoft Game Studios,Mojang,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 20,09th Jun 19,224939,Action-Adventure
71,MO:Astray    Read the review,NS,Unknown,Archpray Inc.,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Oct 20,227422,Platform
72,Monster Hunter Rise    Read the review,NS,Capcom,Capcom,7.0,N/A,N/A,7.50m,N/A,N/A,N/A,N/A,N/A,26th Mar 21,17th Sep 20,227335,Action-Adventure
73,Moonlighter    Read the review,NS,Merge Games,Digital Sun,7.0,8.3,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,09th Nov 18,22nd Feb 19,222035,Role-Playing
74,Mosaic    Read the review,XOne,Raw Fury,Krillbite Studio,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jan 20,17th Aug 18,222644,Misc
75,Mothergunship    Read the review,PC,Unknown,Grip Games,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Apr 18,221763,Shooter
76,Musynx    Read the review,NS,PM Studios,PM Studios,7.0,7.5,N/A,N/A,0.01m,0.01m,N/A,N/A,0.00m,19th Jun 18,07th Jan 18,220576,Music
77,Natsuki Chronicles    Read the review,PS4,Unknown,Qute Corporation,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Feb 21,228362,Shooter
78,NG    Read the review,PSV,Experience Inc.,Experience Inc.,7.0,N/A,N/A,N/A,0.01m,N/A,N/A,0.01m,N/A,13th Sep 18,09th Mar 19,222038,Adventure
79,Northgard    Read the review,NS,Unknown,Unknown,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Sep 19,225657,Strategy
80,Obduction    Read the review,XOne,Unknown,Cyan Worlds,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Apr 20,226437,Adventure
81,Observation    Read the review,PS4,Devolver Digital,No Code,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st May 19,02nd May 19,224777,Adventure
82,Oddworld: Soulstorm    Read the review,PS4,Oddworld Inhabitants,Oddworld Inhabitants,7.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,14th Jun 20,226725,Platform
