,ID,Game,Genre,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
512,42794,Assassin's Creed II: Battle of Forlì    Read the review,Action,XBL,Ubisoft,Ubisoft Montreal,7.5,6.2,,,,,,,,28th Jan 10,
513,229284,Blaster Master Zero 3    Read the review,Action-Adventure,NS,Unknown,Inti Creates,7.5,,,,,,,,,,19th Jun 21
514,225903,Bravely Default II    Read the review,Role-Playing,NS,Nintendo,Silicon Studio,7.5,,,0.95m,,,,,,26th Feb 21,17th Dec 19
515,227091,Call of Duty: Black Ops Cold War    Read the review,Shooter,PS5,Activision,Treyarch,7.5,,,,,,,,,13th Nov 20,20th Aug 20
516,226506,Call of the Sea    Read the review,Adventure,XS,Raw Fury,Out of the Blue,7.5,,,,,,,,,01st Dec 20,07th May 20
517,18646,Death Jr.: Root of Evil    Read the review,Platform,Wii,Eidos Interactive,Backbone Entertainment,7.5,7.3,,,0.11m,0.10m,0.00m,,0.01m,27th May 08,
518,226511,DiRT 5    Read the review,Racing,PC,Codemasters,Codemasters,7.5,,,,,,,,,06th Nov 20,07th May 20
519,27150,Eternal Sonata    Read the review,Role-Playing,PS3,Namco Bandai,Tri-Crescendo,7.5,8.3,,,0.44m,0.19m,0.12m,0.07m,0.05m,21st Oct 08,
520,24704,Far Cry 2    Read the review,Shooter,PS3,Ubisoft,Ubisoft Montreal,7.5,8.4,,,1.38m,0.43m,0.69m,0.01m,0.26m,21st Oct 08,
521,24703,Far Cry 2    Read the review,Shooter,X360,Ubisoft,Ubisoft Montreal,7.5,8.5,,,1.59m,0.72m,0.69m,0.02m,0.18m,21st Oct 08,
522,41129,Final Fight: Double Impact    Read the review,Action,PSN,Capcom,Capcom,7.5,8.3,,,,,,,,15th Apr 10,
523,41130,Final Fight: Double Impact    Read the review,Action,XBL,Capcom,Capcom,7.5,8.3,,,,,,,,14th Apr 10,
524,39761,Gran Turismo    Read the review,Racing,PSP,Sony Computer Entertainment,Polyphony Digital,7.5,7.7,9.5,4.67m,,,,,,01st Oct 09,
525,19095,LEGO Batman: The Videogame    Read the review,Adventure,PC,Warner Bros. Interactive,Traveller's Tales,7.5,7.4,,,0.09m,0.04m,0.03m,,0.01m,23rd Sep 08,
526,19096,LEGO Batman: The Videogame    Read the review,Adventure,PS2,Warner Bros. Interactive,Traveller's Tales,7.5,7.6,,,1.27m,0.72m,0.03m,,0.52m,23rd Sep 08,
527,13866,LEGO Batman: The Videogame    Read the review,Adventure,PS3,Warner Bros. Interactive,Traveller's Tales,7.5,7.2,,,1.31m,0.72m,0.39m,,0.19m,23rd Sep 08,
528,23937,LEGO Batman: The Videogame    Read the review,Adventure,Wii,Warner Bros. Interactive,Traveller's Tales,7.5,7.3,,,3.08m,1.80m,0.98m,,0.29m,23rd Sep 08,
529,13867,LEGO Batman: The Videogame    Read the review,Adventure,X360,Warner Bros. Interactive,Traveller's Tales,7.5,7.5,,,3.44m,2.07m,1.04m,,0.34m,23rd Sep 08,
530,32302,Lost Planet 2    Read the review,Shooter,PS3,Capcom,Capcom,7.5,6.6,,,0.95m,0.29m,0.34m,0.20m,0.12m,11th May 10,
531,32183,Lost Planet 2    Read the review,Shooter,X360,Capcom,Capcom,7.5,6.5,,,0.76m,0.38m,0.24m,0.08m,0.06m,11th May 10,
532,23088,Mana Khemia 2: Fall of Alchemy    Read the review,Role-Playing,PS2,NIS America,Gust,7.5,8.2,,,0.20m,0.07m,0.05m,0.05m,0.02m,25th Aug 09,
533,226664,Marvel’s Spider-Man: Miles Morales    Read the review,Action-Adventure,PS5,Sony Interactive Entertainment,Insomniac Games,7.5,,,,,,,,,12th Nov 20,11th Jun 20
534,227336,Monster Hunter Stories 2: Wings of Ruin    Read the review,Action-Adventure,NS,Capcom,Capcom,7.5,,,,,,,,,01st Jul 21,17th Sep 20
535,42736,Patchwork Heroes    Read the review,Strategy,PSN,Sony Computer Entertainment,Acquire,7.5,8.3,,,,,,,,18th Mar 10,
536,41778,Photo Dojo    Read the review,Fighting,DSiW,Nintendo,Nintendo,7.5,,,,,,,,,10th May 10,
537,34266,"Sakura Wars: So Long, My Love    Read the review",Role-Playing,Wii,NIS America,RED Entertainment,7.5,7.4,,,0.11m,0.05m,0.04m,,0.01m,30th Mar 10,
538,36725,Shin Megami Tensei: Strange Journey    Read the review,Role-Playing,DS,Atlus,Atlus Co.,7.5,8.0,,0.15m,,,,,,23rd Mar 10,
539,12723,SingStar Legends    Read the review,Misc,PS2,Sony Computer Entertainment,SCEE London Studio,7.5,,,,1.10m,0.12m,0.75m,,0.23m,04th Nov 08,
540,228719,Synergia    Read the review,Visual Novel,PS4,Unknown,Radi Art,7.5,,,,,,,,,,13th Apr 21
541,229001,The Forgotten City    Read the review,Role-Playing,XS,Unknown,Modern Storyteller,7.5,,,,,,,,,,12th Jun 21
542,228875,The Great Ace Attorney Chronicles    Read the review,Adventure,PC,Unknown,Capcom,7.5,,,,,,,,,,02nd Jun 21
543,226500,The Medium    Read the review,Adventure,XS,Bloober Team,Bloober Team,7.5,,,,,,,,,01st Dec 20,07th May 20
544,225741,Xenoblade Chronicles: Definitive Edition    Read the review,Role-Playing,NS,Nintendo,Monolith Soft,7.5,,,1.52m,,,,,,29th May 20,11th May 20
545,43209,Blaster Master: Overdrive    Read the review,Shooter,WW,Sunsoft,SunSoft,7.4,6.1,,,,,,,,08th Feb 10,
546,57501,Grand Slam Tennis 2    Read the review,Sports,X360,EA Sports,EA Sports,7.4,,,,0.18m,0.10m,0.06m,,0.02m,14th Feb 12,
547,17546,High Velocity Bowling    Read the review,Sports,PSN,Sony Computer Entertainment,Team Ramrod,7.4,,,,,,,,,06th Dec 07,
548,33725,MySims Agents    Read the review,Adventure,Wii,Electronic Arts,EA Redwood Shores,7.4,7.5,,,1.05m,0.63m,0.32m,0.00m,0.10m,29th Sep 09,
549,12561,Silent Hill: Origins    Read the review,Action,PSP,Konami,Climax Group,7.4,7.8,,,0.52m,0.22m,0.16m,0.04m,0.10m,06th Nov 07,
550,16779,Time Hollow    Read the review,Adventure,DS,Konami,Tenky,7.4,,,,0.16m,0.03m,0.01m,0.11m,0.00m,23rd Sep 08,
551,31091,Ar tonelico 2: Melody of Metafalica    Read the review,Role-Playing,PS2,NIS America,Gust,7.3,7.2,,,0.18m,0.04m,0.03m,0.11m,0.01m,20th Jan 09,
552,30924,Broken Sword: Shadow of the Templars - The Director's Cut    Read the review,Adventure,Wii,Ubisoft,Revolution Software,7.3,7.5,,,0.24m,0.11m,0.10m,,0.02m,24th Mar 09,
553,24786,Elefunk    Read the review,Puzzle,PSN,Sony Computer Entertainment,8bit Games,7.3,,,,,,,,,17th Jul 08,
554,13719,Ghostbusters: The Video Game    Read the review,Action,Wii,Atari,Red Fly Studio,7.3,7.6,,,0.87m,0.59m,0.21m,,0.07m,16th Jun 09,
555,13210,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?    Read the review",Role-Playing,PSP,NIS America,Acquire,7.3,6.9,,,0.14m,,0.00m,0.13m,0.00m,16th Jul 09,
556,31151,Need for Speed: Nitro    Read the review,Racing,Wii,Electronic Arts,EA Montreal,7.3,7.0,,,0.83m,0.45m,0.30m,,0.08m,02nd Nov 09,
557,82881,Sniper Elite III    Read the review,Shooter,PC,Rebellion Developments,Rebellion Developments,7.3,,,,0.01m,,0.01m,,0.00m,27th Jun 14,22nd Sep 18
558,13793,Star Wars: The Force Unleashed    Read the review,Action,Wii,LucasArts,Krome Studios,7.3,6.8,7.4,,1.86m,1.11m,0.56m,0.00m,0.19m,16th Sep 08,
559,37321,Tales of Monkey Island Chapter 2: The Siege of Spinner Cay    Read the review,Adventure,PC,LucasArts,Telltale Games,7.3,8.0,,,,,,,,20th Aug 09,
560,34771,Wallace & Gromit's Grand Adventures Episode 3: Muzzled!    Read the review,Adventure,PC,Telltale Games,Telltale Games,7.3,8.0,,,,,,,,16th Jun 09,
561,34772,Wallace & Gromit's Grand Adventures Episode 3: Muzzled!    Read the review,Adventure,XBL,Telltale Games,Telltale Games,7.3,,,,,,,,,04th Nov 09,
562,35319,Aliens vs Predator    Read the review,Shooter,PS3,Sega,Rebellion Developments,7.2,6.1,,,1.04m,0.41m,0.46m,,0.18m,16th Feb 10,
563,35318,Aliens vs Predator    Read the review,Shooter,X360,Sega,Rebellion Developments,7.2,6.0,,,1.06m,0.55m,0.40m,,0.11m,16th Feb 10,
564,74790,Among The Sleep    Read the review,Adventure,PC,Krillbite Studio,Krillbite Studio,7.2,,,0.19m,,,,,,29th May 14,23rd Nov 18
565,32227,Dante's Inferno    Read the review,Action,PS3,Electronic Arts,Visceral Games,7.2,7.3,8.3,,1.08m,0.64m,0.28m,0.04m,0.12m,09th Feb 10,
566,32240,Dante's Inferno    Read the review,Action,X360,Electronic Arts,Visceral Games,7.2,7.0,,,0.92m,0.63m,0.20m,0.02m,0.08m,09th Feb 10,
567,70752,DiRT Showdown    Read the review,Racing,X360,Codemasters,Codemasters,7.2,,,,0.23m,0.08m,0.13m,,0.02m,12th Jun 12,29th Oct 18
568,31987,Fallout 3: The Pitt    Read the review,Role-Playing,PC,Bethesda Softworks,Bethesda Softworks,7.2,,,,,,,,,24th Mar 09,
569,31835,Fallout 3: The Pitt    Read the review,Role-Playing,XBL,Bethesda Softworks,Bethesda Softworks,7.2,,,,,,,,,24th Mar 09,
570,35122,Gravity Crash    Read the review,Shooter,PSN,Sony Computer Entertainment,Just Add Water,7.2,6.5,6.0,,,,,,,24th Nov 09,
571,45606,Kinectimals    Read the review,Simulation,X360,Microsoft Game Studios,Frontier Studio,7.2,7.5,,,1.62m,1.02m,0.46m,0.00m,0.14m,04th Nov 10,
572,34611,Klonoa    Read the review,Platform,Wii,Namco Bandai,Paon Corporation,7.2,7.6,,,0.16m,0.10m,0.02m,0.03m,0.01m,05th May 09,
573,33692,LEGO Rock Band    Read the review,Misc,PS3,Warner Bros. Interactive,TT Games / Harmonix Music Systems,7.2,7.4,,,0.42m,0.24m,0.12m,,0.06m,03rd Nov 09,
574,33693,LEGO Rock Band    Read the review,Misc,X360,Warner Bros. Interactive,TT Games / Harmonix Music Systems,7.2,7.3,,,0.56m,0.40m,0.11m,,0.05m,03rd Nov 09,
575,41326,Medal of Honor    Read the review,Shooter,X360,Electronic Arts,EA Los Angeles,7.2,7.3,,,2.64m,1.58m,0.80m,0.04m,0.22m,12th Oct 10,
576,35516,MotoGP 09/10    Read the review,Racing,PS3,Capcom,Monumental Games,7.2,7.0,,,0.22m,0.05m,0.13m,,0.04m,23rd Mar 10,
577,35515,MotoGP 09/10    Read the review,Racing,X360,Capcom,Monumental Games,7.2,7.0,,,0.17m,0.07m,0.09m,,0.02m,23rd Mar 10,
578,34368,Shin Megami Tensei: Persona    Read the review,Role-Playing,PSP,Atlus,Atlus Co.,7.2,7.6,,0.21m,,,,,,22nd Sep 09,
579,24042,Skate it    Read the review,Sports,Wii,Electronic Arts,EA Montreal,7.2,6.6,,,0.58m,0.50m,0.03m,,0.04m,19th Nov 08,
580,7136,Tales of Symphonia: Dawn of the New World    Read the review,Role-Playing,Wii,Namco Bandai,Namco Tales Studio,7.2,6.8,8.3,0.22m,,,,,,11th Nov 08,
581,85196,The Deer God    Read the review,Adventure,PC,Crescent Moon Games,Crescent Moon Games,7.2,,,,,,,,,27th Feb 15,
582,24776,The Legendary Starfy    Read the review,Platform,DS,Nintendo,TOSE Software,7.2,7.1,,,0.85m,0.60m,,0.20m,0.05m,08th Jun 09,
583,25078,Theresia...,Adventure,DS,Aksys Games,WorkJam,,,,,0.06m,0.05m,,,0.00m,30th Oct 08,
584,32861,Trash Panic    Read the review,Puzzle,PSN,Sony Computer Entertainment,Sony Online Entertainment,7.2,6.8,,,,,,,,04th Jun 09,
585,19097,LEGO Batman: The Videogame    Read the review,Adventure,PSP,Warner Bros. Interactive,Traveller's Tales,7.1,7.9,,,1.30m,0.57m,0.46m,,0.27m,23rd Sep 08,
586,25999,Skate it    Read the review,Sports,DS,Electronic Arts,Exient Entertainment,7.1,,,,0.17m,0.14m,0.02m,,0.01m,19th Nov 08,
587,222062,The Infectious Madness of Doctor Dekker     Read the review,Adventure,XOne,Wales Interactive Ltd.,D'Avekki Studios Limited,7.0,,,,,,,,,05th Jun 18,04th Jun 18
588,226933,1993 Shenandoah    Read the review,Shooter,NS,Unknown,Limit Break,7.0,,,,,,,,,,14th Jul 20
589,225679,A Winter's Daydream    Read the review,Adventure,PSV,Unknown,Evgeniy Kolpakov,7.0,,,,,,,,,,06th Oct 19
590,53262,Aliens: Infestation    Read the review,Action,DS,Sega,Way Forward,7.0,8.5,,,0.17m,0.09m,0.05m,,0.02m,11th Oct 11,
591,227389,Alwa's Legacy    Read the review,Action-Adventure,NS,Unknown,Elden Pixels,7.0,,,,,,,,,,27th Sep 20
592,226292,Amnesia: Rebirth    Read the review,Adventure,PS4,Frictional Games,Frictional Games,7.0,,,,,,,,,20th Oct 20,07th Mar 20
593,223761,Ape Out    Read the review,Action,PC,Unknown,Gabe Cuzzillo,7.0,,,,,,,,,,01st Mar 19
594,226693,Astro's Playroom    Read the review,Action-Adventure,PS5,Sony Interactive Entertainment,ASOBI Team,7.0,,,,,,,,,12th Nov 20,13th Jun 20
595,225238,Atelier Ryza: Ever Darkness & the Secret Hideout    Read the review,Role-Playing,PS4,Koei Tecmo,Gust,7.0,,,,,,,,,29th Oct 19,08th Jul 19
596,223834,Attack of the Earthlings    Read the review,Strategy,XOne,Wales Interactive Ltd.,Team Junkfish,7.0,,,,,,,,,05th Mar 19,24th Mar 19
597,228318,Battle Brothers    Read the review,Strategy,NS,Unknown,Overhype Studios,7.0,,,,,,,,,,19th Feb 21
598,222961,Battletoads (2020)    Read the review,Action,XOne,Xbox Game Studios,Dlala Studios,7.0,,,,,,,,,20th Aug 20,18th Dec 19
599,220583,Blade Strangers    Read the review,Fighting,NS,Nicalis,Studio Saizensen,7.0,8.3,,,0.04m,0.03m,,,0.00m,28th Aug 18,28th Jul 18
600,223960,Blaster Master Zero 2    Read the review,Action,NS,Inti Creates,Inti Creates,7.0,,,,,,,,,19th Mar 19,09th Mar 20
601,221162,Blasters of the Universe    Read the review,Shooter,PS4,Secret Location,Secret Location,7.0,,,,,,,,,27th Feb 18,24th Feb 18
602,221185,BlazBlue: Cross Tag Battle    Read the review,Fighting,PS4,Arc System Works,Arc System Works,7.0,,,,0.08m,0.04m,,0.03m,0.01m,05th Jun 18,06th Jun 18
603,222068,Bloodstained: Curse of the Moon     Read the review,Platform,NS,Inti Creates,Inti Creates,7.0,,,0.30m,,,,,,24th May 18,05th Jun 18
604,222629,Broken Sword 5: The Serpent's Curse    Read the review,Adventure,NS,Revolution Software,Revolution Software,7.0,,,,,,,,,21st Sep 18,13th Aug 18
605,226594,Carrion    Read the review,Action-Adventure,XOne,Devolver Digital,Phobia Game Studio,7.0,,,,,,,,,23rd Jul 20,23rd May 20
606,223914,Castlevania Anniversary Collection    Read the review,Action-Adventure,NS,Konami,Konami,7.0,,,,,,,,,16th May 19,14th May 19
607,228363,Cathedral    Read the review,Action-Adventure,NS,Unknown,Decemberborn Interactive,7.0,,,,,,,,,,28th Feb 21
608,225479,Children of Morta    Read the review,Role-Playing,NS,11 bit studios,Dead Mage Studio,7.0,,,,,,,,,15th Oct 19,10th Aug 19
609,223918,Contra Anniversary Collection    Read the review,Action-Adventure,NS,Konami,Konami,7.0,,,,,,,,,11th Jun 19,13th Jun 19
610,229303,Cotton Reboot!    Read the review,Shooter,NS,Unknown,Rocket-Engine,7.0,,,,,,,,,,26th Jun 21
611,225618,Creature in the Well    Read the review,Action-Adventure,NS,Unknown,Flight School Studio,7.0,,,,,,,,,,04th Sep 19
612,222077,Dead Cells    Read the review,Action,NS,Merge Games,Motion Twin,7.0,9.3,,,0.11m,0.08m,0.02m,,0.01m,15th Aug 18,06th Aug 18
613,229777,Death's Gambit: Afterlife    Read the review,Action-Adventure,NS,Unknown,White Rabbit,7.0,,,,,,,,,,11th Oct 21
614,224975,Deathloop    Read the review,Action,PC,Bethesda Softworks,Arkane Studios,7.0,,,,,,,,,01st Dec 20,09th Jun 19
615,226764,Demon's Tier+    Read the review,Role-Playing,PSV,EastAsiaSoft,Diabolical Mind,7.0,,,,,,,,,12th Jun 20,17th Jun 20
616,224657,Desperados III    Read the review,Strategy,PS4,THQ Nordic,Mimimi Productions,7.0,,,,,,,,,16th Jun 20,09th Apr 19
617,86427,Detective Pikachu    Read the review,Adventure,3DS,Nintendo,Creatures Inc.,7.0,7.1,,,0.47m,0.15m,0.17m,0.12m,0.03m,23rd Mar 18,12th Jan 18
618,221971,Disco Dodgeball Remix    Read the review,Sports,NS,Unknown,Zen Studios,7.0,,,,,,,,,,14th May 18
619,181049,Dissidia Final Fantasy NT    Read the review,Fighting,PS4,Square Enix,Square Enix,7.0,,,,0.46m,0.19m,0.06m,0.16m,0.05m,30th Jan 18,10th Jan 18
620,225658,DISTRAINT: Deluxe Edition    Read the review,Adventure,PSV,Unknown,Jesse Makkonen,7.0,,,,,,,,,,26th Sep 19
621,220635,Donkey Kong Country: Tropical Freeze    Read the review,Platform,NS,Nintendo,Retro Studios,7.0,9.1,9.1,2.65m,,,,,,04th May 18,02nd Aug 20
622,228619,Doom Eternal: The Ancient Gods - Part Two    Read the review,Shooter,PC,Unknown,id Software,7.0,,,,,,,,,,01st Apr 21
623,226184,Double Dragon & Kunio-kun: Retro Brawler Bundle    Read the review,Action,NS,Unknown,Arc System Works,7.0,,,,,,,,,,19th Feb 20
624,181693,Dragon Ball FighterZ    Read the review,Fighting,PS4,Namco Bandai Games,Arc System Works,7.0,,,2.17m,,,,,,26th Jan 18,02nd Apr 18
625,223367,Dragon Ball Z: Kakarot    Read the review,Action,PS4,Bandai Namco Games,CyberConnect2,7.0,,,,,,,,,17th Jan 20,23rd Jul 19
626,220250,Dynasty Warriors 9    Read the review,Action,XOne,Tecmo Koei,Omega Force,7.0,,,,0.08m,0.06m,0.01m,,0.01m,13th Feb 18,31st Dec 17
627,225586,Etherborn    Read the review,Puzzle,XOne,Unknown,Altered Matter,7.0,,,,,,,,,,18th Aug 19
628,223762,Evolution: The Video Game    Read the review,Strategy,PC,North Star Games,North Star Digital Studios,7.0,,,,,,,,,12th Feb 19,01st Mar 19
629,225491,Exception    Read the review,Platform,NS,Traxmaster Software,Traxmaster Software,7.0,,,,,,,,,13th Aug 19,11th Aug 19
630,225640,Fell Seal: Arbiter's Mark    Read the review,Role-Playing,NS,Unknown,6 Eyes Studio,7.0,,,,,,,,,,14th Sep 19
631,222420,Flat Heroes    Read the review,Platform,NS,Unknown,Parallel Circles,7.0,,,,,,,,,,01st Aug 18
632,226530,Fury Unleashed    Read the review,Action,NS,Unknown,Awesome Games Studio,7.0,,,,,,,,,,09th May 20
633,224869,Gato Roboto    Read the review,Action-Adventure,NS,Devolver Digital,Doinksoft,7.0,,,,,,,,,30th May 19,01st Jun 19
634,222114,Gears 5    Read the review,Shooter,XOne,Microsoft Studios,The Coalition,7.0,,,,,,,,,10th Sep 19,09th Jun 19
635,229394,Ghost of Tsushima Director's Cut    Read the review,Action-Adventure,PS5,Sony Interactive Entertainment,Sucker Punch Productions,7.0,,,,,,,,,20th Aug 21,23rd Jul 21
636,225894,Gunlord X    Read the review,Action,PS4,Unknown,NG:DEV.TEAM,7.0,,,,,,,,,,15th Dec 19
637,224866,Gunvolt Chronicles: Luminous Avenger iX    Read the review,Action,NS,Unknown,Inti Creates,7.0,,,,,,,,,,31st May 19
638,225945,Hardcore Mecha    Read the review,Action,PS4,RocketPunch Games,RocketPunch Games,7.0,,,,,,,,,14th Jan 20,13th Jan 20
639,226004,Hatsune Miku: Project Diva MegaMix    Read the review,Music,NS,Sega,Sega,7.0,,,0.15m,,,,,,15th May 20,24th Jan 20
640,225606,Headliner: NoviNews    Read the review,Adventure,NS,Chorus Worldwide Games,Unbound Creations,7.0,,,,,,,,,05th Sep 19,02nd Sep 19
641,226686,Hitman 3    Read the review,Action-Adventure,PS4,IO Interactive,IO Interactive,7.0,,,,,,,,,01st Dec 21,12th Jun 20
642,220630,Hyrule Warriors: Definitive Edition    Read the review,Action,NS,Nintendo,Omega Force,7.0,8.0,,,0.46m,0.21m,0.15m,0.07m,0.03m,18th May 18,30th Dec 19
643,220879,Iconoclasts    Read the review,Action-Adventure,PSV,Bifrost Entertainment,Joakim Sandberg,7.0,,,,,,,,,23rd Jan 18,23rd Jan 18
644,226550,Immortal Realms: Vampire Wars    Read the review,Strategy,PS4,Kalypso Media,Palindrome Interactive,7.0,,,,,,,,,28th Aug 20,12th May 20
645,221251,Immortal Redneck    Read the review,Shooter,XOne,CremaGames,CremaGames,7.0,,,,,,,,,27th Feb 18,07th Mar 18
646,226491,Infinite: Beyond The Mind    Read the review,Action-Adventure,NS,Blowfish Studios,Emilie COYO,7.0,,,,,,,,,07th May 20,06th May 20
647,225711,Into the Dead 2    Read the review,Action,NS,Versus Evil,PikPok,7.0,,,,,,,,,25th Oct 19,24th Oct 19
648,222074,Iro Hero    Read the review,Shooter,NS,Unknown,Artax Games SL,7.0,,,,,,,,,,06th Jun 18
649,225833,Jamestown+    Read the review,Shooter,NS,Unknown,Final Form Games,7.0,,,,,,,,,,05th Dec 19
650,221883,Jotun: Valhalla Edition    Read the review,Action,NS,Unknown,Thunder Lotus Games,7.0,,,,,,,,,,18th Apr 18
651,223120,Journey To the Savage Planet    Read the review,Adventure,XOne,505 Games,Typhoon Studios,7.0,,,,,,,,,28th Jan 20,11th Apr 19
652,223191,Judgment     Read the review,Action-Adventure,PS4,Sega,Sega,7.0,,,,0.22m,,,0.22m,,25th Jun 19,05th Apr 19
653,222665,Kero Blaster    Read the review,Action,NS,Unknown,Studio Pixel,7.0,,,,,,,,,,20th Aug 18
654,225635,Killer Queen Black    Read the review,Action,NS,"Liquid Bit, LLC","Liquid Bit, LLC",7.0,,,,,,,,,11th Oct 19,13th Sep 19
655,79058,Kingdom Come: Deliverance    Read the review,Role-Playing,PC,Warhorse Studios,Warhorse Studios,7.0,,,1.10m,,,,,,13th Feb 18,10th Jan 18
656,226910,Kingdoms of Amalur: Re-Reckoning    Read the review,Role-Playing,PS4,THQ Nordic,Kaiko,7.0,,,,,,,,,08th Sep 20,09th Jul 20
657,182718,Kirby Star Allies    Read the review,Platform,NS,Nintendo,HAL Laboratory,7.0,8.1,10.0,2.93m,,,,,,16th Mar 18,14th Mar 18
658,225956,Kunai    Read the review,Action-Adventure,NS,The Arcade Crew,TurtleBlaze,7.0,,,,,,,,,06th Feb 20,14th Jan 20
659,29089,Legends of WrestleMania    Read the review,Fighting,PS3,THQ,Yuke's,7.0,,,,0.55m,0.30m,0.17m,0.00m,0.07m,24th Mar 09,
660,222042,LEGO DC Super-Villains    Read the review,Action-Adventure,XOne,Warner Bros. Interactive Entertainment,Traveller's Tales,7.0,,,,0.30m,0.20m,0.07m,,0.03m,16th Oct 18,04th Jun 18
661,89596,London Detective Mysteria    Read the review,Visual Novel,PSV,Xseed Games,Karin Entertainment,7.0,,,,0.01m,,,0.01m,,18th Dec 18,27th Dec 18
662,224691,Lost Ember    Read the review,Adventure,PC,Mooneye Studios,Mooneye Studios,7.0,,,,,,,,,19th Jul 19,11th Apr 19
663,228236,Love Live! School Idol Festival ~After School Activity~ Wai-Wai! Home Meeting!!    Read the review,Music,PS4,Unknown,BushiRoad,7.0,,,,,,,,,,10th Feb 21
664,222857,MagiCat    Read the review,Platform,NS,Unknown,Kucing Rembes,7.0,,,,,,,,,,22nd Sep 18
665,224532,Mario & Sonic at the Tokyo 2020 Olympic Games    Read the review,Sports,NS,Sega,Sega,7.0,,,,,,,,,05th Nov 19,12th Jun 19
666,220629,Mario Tennis Aces    Read the review,Sports,NS,Nintendo,Camelot Software Planning,7.0,7.8,,3.06m,,,,,,22nd Jun 18,14th Jun 18
667,224111,Marvel's Iron Man VR    Read the review,Action,PS4,Sony Interactive Entertainment,Camouflaj,7.0,,,,,,,,,03rd Jul 20,07th Oct 19
668,224598,Mechstermination Force    Read the review,Action,NS,Unknown,Horberg Productions,7.0,,,,,,,,,,03rd Apr 19
669,228873,Mighty Goose    Read the review,Shooter,NS,Unknown,Blastmode,7.0,,,,,,,,,,02nd Jun 21
670,224939,Minecraft: Dungeons    Read the review,Action-Adventure,XOne,Microsoft Game Studios,Mojang,7.0,,,,,,,,,26th May 20,09th Jun 19
671,227422,MO:Astray    Read the review,Platform,NS,Unknown,Archpray Inc.,7.0,,,,,,,,,,04th Oct 20
672,227335,Monster Hunter Rise    Read the review,Action-Adventure,NS,Capcom,Capcom,7.0,,,7.50m,,,,,,26th Mar 21,17th Sep 20
673,222035,Moonlighter    Read the review,Role-Playing,NS,Merge Games,Digital Sun,7.0,8.3,,0.15m,,,,,,09th Nov 18,22nd Feb 19
674,222644,Mosaic    Read the review,Misc,XOne,Raw Fury,Krillbite Studio,7.0,,,,,,,,,23rd Jan 20,17th Aug 18
675,221763,Mothergunship    Read the review,Shooter,PC,Unknown,Grip Games,7.0,,,,,,,,,,03rd Apr 18
676,220576,Musynx    Read the review,Music,NS,PM Studios,PM Studios,7.0,7.5,,,0.01m,0.01m,,,0.00m,19th Jun 18,07th Jan 18
677,228362,Natsuki Chronicles    Read the review,Shooter,PS4,Unknown,Qute Corporation,7.0,,,,,,,,,,27th Feb 21
678,222038,NG    Read the review,Adventure,PSV,Experience Inc.,Experience Inc.,7.0,,,,0.01m,,,0.01m,,13th Sep 18,09th Mar 19
679,225657,Northgard    Read the review,Strategy,NS,Unknown,Unknown,7.0,,,,,,,,,,24th Sep 19
680,226437,Obduction    Read the review,Adventure,XOne,Unknown,Cyan Worlds,7.0,,,,,,,,,,19th Apr 20
681,224777,Observation    Read the review,Adventure,PS4,Devolver Digital,No Code,7.0,,,,,,,,,21st May 19,02nd May 19
682,226725,Oddworld: Soulstorm    Read the review,Platform,PS4,Oddworld Inhabitants,Oddworld Inhabitants,7.0,,,,,,,,,01st Dec 21,14th Jun 20
683,228061,Olija    Read the review,Action-Adventure,NS,Unknown,Skeleton Crew Studios,7.0,,,,,,,,,,16th Jan 21
684,220382,Owlboy    Read the review,Platform,NS,Soedesco,D-Pad Studios,7.0,9.0,,,0.05m,0.03m,0.01m,,0.01m,29th May 18,06th Nov 18
685,225309,Pillars of Eternity: Complete Edition    Read the review,Role-Playing,NS,Versus Evil,Obsidian Entertainment,7.0,,,,,,,,,08th Aug 19,27th Jul 19
686,224877,Planet Zoo    Read the review,Simulation,PC,Frontier Developments,Frontier Developments,7.0,,,1.00m,,,,,,05th Nov 19,02nd Jun 19
687,223748,Pokémon Sword / Shield    Read the review,Role-Playing,NS,Nintendo,Game Freak,7.0,,,21.85m,,,,,,15th Nov 19,21st Nov 19
688,227405,Projection: First Light    Read the review,Platform,PC,Blowfish Studios,Shadowplay Studios,7.0,,,,,,,,,29th Sep 20,29th Sep 20
689,225555,Psikyo Shooting Stars Alpha    Read the review,Shooter,NS,NIS America,City Connection,7.0,,,,,,,,,01st Dec 20,16th Aug 19
690,225880,Resident Evil 3    Read the review,Action-Adventure,PS4,Capcom,Capcom,7.0,,,,,,,,,03rd Apr 20,10th Dec 19
691,226427,Ride 4    Read the review,Racing,PS4,Milestone S.r.l.,Milestone S.r.l.,7.0,,,,,,,,,08th Oct 20,14th Apr 20
692,226854,Rigid Force Redux    Read the review,Shooter,NS,Unknown,com8com1,7.0,,,,,,,,,,22nd Jun 20
693,224790,Rock of Ages II: Bigger & Boulder    Read the review,Strategy,NS,Unknown,ACE Team,7.0,,,,,,,,,,04th May 19
