,Title,Year,Genre,Rating,Director,Votes
1744,Baten kaitosu II: Hajimari no tsubasa to kamigami no shishi,2006.0,"['Action', 'Adventure', 'Drama']",8.2,Hiroya Hatsushiba,70
1745,Psion Chess,1982.0,['Family'],8.2,,11
1746,Dropper,1987.0,['Family'],8.2,,11
1747,Roll Away,1998.0,['Family'],8.2,,56
1748,Hyperiums,2001.0,"['Action', 'Adventure', 'Sci-Fi']",8.2,,37
1749,Football World Manager 2000,1999.0,['Sport'],8.2,,37
1750,Carmen Sandiego's Great Chase Through Time,1999.0,"['Adventure', 'Comedy', 'History']",8.2,Jenean Estigoy,35
1751,Samurai Champloo,2006.0,"['Action', 'Adventure', 'Comedy']",8.2,Suda 51,167
1752,SoulBringer,2000.0,['Adventure'],8.2,Sarah Bennett,25
1753,Wild ARMs: 2nd Ignition,1999.0,"['Action', 'Adventure', 'Sci-Fi']",8.2,Eitaro Nagano,51
1754,Devil Kings,2005.0,"['Action', 'Adventure', 'Fantasy']",8.2,Makoto Yamamoto,39
1755,Kagero II: Dark Illusion,2005.0,"['Action', 'Crime', 'Fantasy']",8.2,Akihiro Arahori,472
1756,Taiko no tatsujin,2005.0,"['Family', 'Music']",8.2,Rumiko Varnes,8
1757,Samurai Dou 2: Way of the Samurai 2,2003.0,"['Action', 'Adventure']",8.2,Bianca Allen,31
1758,Tales of the Abyss,2005.0,"['Action', 'Adventure', 'Drama']",8.2,Yoshito Higuchi,215
1759,Yuke yuke!! Toraburu mêkâzu,1997.0,"['Action', 'Adventure', 'Family']",8.2,Hideyuki Suganami,57
1760,Black,2006.0,"['Action', 'Adventure', 'Crime']",8.2,Jackie Gonneau,760
1761,Tribal Trouble,2005.0,,8.2,,20
1762,Fire Emblem: Sôen no kiseki,2005.0,"['Action', 'Adventure', 'Family']",8.2,Masayuki Horikawa,177
1763,Championship Manager 2000/01,2000.0,['Sport'],8.2,Stuart D. Latham,105
1764,"Warhammer 40,000: Dawn of War - Winter Assault",2005.0,"['Action', 'Sci-Fi']",8.2,Richard Browne,295
1765,Ratchet: Deadlocked,2005.0,"['Action', 'Adventure', 'Comedy']",8.2,James Arnold Taylor,682
1766,The Colour of Magic,1986.0,['Adventure'],8.2,,32
1767,X-Men Legends II: Rise of Apocalypse,2005.0,"['Action', 'Family', 'Fantasy']",8.2,Patrick Stewart,964
1768,Lumines: Puzzle Fusion,2004.0,,8.2,Ryuichi Hattori,41
1769,Tekken 5: Dark Resurrection,2005.0,"['Action', 'Fantasy', 'Sci-Fi']",8.2,Katsuhiro Harada,490
1770,Robin Hood: The Legend of Sherwood,2002.0,"['Action', 'Adventure', 'Crime']",8.2,Stéphane Becker,117
1771,Chip's Challenge,1989.0,['Adventure'],8.2,,36
1772,RBI Baseball '93,1993.0,['Sport'],8.2,,6
1773,Puro yakyuuu Famirî sutajiamu,1986.0,['Sport'],8.2,,42
1774,Oddworld: Stranger's Wrath,2005.0,"['Adventure', 'Western']",8.2,Lorne Lanning,269
1775,The Great Giana Sisters,1987.0,"['Action', 'Adventure', 'Family']",8.2,,91
1776,Cadillacs Kyôryû Shinseki,1993.0,"['Action', 'Adventure', 'Sci-Fi']",8.2,,173
1777,Demento,2005.0,"['Horror', 'Mystery', 'Thriller']",8.2,Kazuhiro Tsuchiya,291
1778,Cultures: Die Saga,2003.0,['Adventure'],8.2,Thomas Friedmann,14
1779,Conquests of Camelot: The Search for the Grail,1990.0,"['Adventure', 'Fantasy']",8.2,Christy Marx,27
1780,Batman Begins,2005.0,"['Action', 'Adventure', 'Crime']",8.2,Christian Bale,13287
1781,Act of War: Direct Action,2005.0,"['Action', 'Thriller']",8.2,Guy Lampron,63
1782,Turrican,1989.0,"['Action', 'Adventure', 'Sci-Fi']",8.2,,81
1783,Lineage: The Blood Pledge,1998.0,['Fantasy'],8.2,,12
1784,Asheron's Call,1999.0,['Fantasy'],8.2,,19
1785,Hardwar,1998.0,['Sci-Fi'],8.2,Alan Coltman,8
1786,NHL Hitz 20-02,2001.0,['Sport'],8.2,Bill Courage,46
1787,Ghosts,1994.0,"['Adventure', 'Fantasy', 'Horror']",8.2,Philip Nash,27
1788,Street Fighter III: 3rd Strike - Fight for the Future,1999.0,['Action'],8.2,Tôru Ohkawa,450
1789,Gradius V,2004.0,"['Action', 'Fantasy', 'Sci-Fi']",8.2,Eric Kelso,55
1790,Call of Duty: United Offensive,2004.0,"['Action', 'Adventure', 'War']",8.2,J. Grant Albrecht,912
1791,Sexy Beach 2,2003.0,['Action'],8.2,,19
1792,Need for Speed: Underground 2,2004.0,"['Action', 'Adventure', 'Family']",8.2,Chuck Osieja,3565
1793,Might and Magic: World of Xeen,1994.0,['Fantasy'],8.2,Jon Van Canegham,26
1794,Hoshi no Kirby Super Deluxe,1996.0,"['Action', 'Adventure', 'Family']",8.2,Masahiro Sakurai,777
1795,Nancy Drew: Stay Tuned for Danger,1999.0,"['Adventure', 'Mystery']",8.2,Lani Minella,65
1796,Coach K College Basketball,1995.0,"['Action', 'Sport']",8.2,,8
1797,Age of Empires: Definitive Edition,1997.0,"['Action', 'Adventure', 'History']",8.2,Bruce Shelley,2240
1798,Phantasy Star IV: The End of the Millennium,1993.0,"['Fantasy', 'Sci-Fi']",8.2,Rieko Kodama,113
1799,Hunchback,1983.0,['Action'],8.2,,15
1800,Grom: Terror in Tibet,2003.0,['Action'],8.2,Clayton Nemrow,11
1801,Monster Farm 4,2003.0,"['Action', 'Adventure', 'Drama']",8.2,Shiro Sakamoto,17
1802,The Movies,2005.0,"['Action', 'Adventure', 'Comedy']",8.2,Peter Molyneux,511
1803,SOCOM II: U.S. Navy SEALs,2003.0,"['Action', 'Adventure']",8.2,Vanessa Marshall,190
1804,Death Rally,1996.0,"['Action', 'Adventure', 'Sci-Fi']",8.2,,78
1805,Crusader Kings,2004.0,,8.2,,50
1806,Fainaru fantajî XII,2006.0,"['Action', 'Adventure', 'Crime']",8.2,Hiroshi Minagawa,3260
1807,Shining Force: The Legacy of Great Intention,1992.0,['Fantasy'],8.2,Kenji Orimo,100
1808,Landstalker,1993.0,"['Action', 'Adventure', 'Fantasy']",8.2,,61
1809,Homeworld 2,2003.0,['Action'],8.2,Eli Gabay,152
1810,The Simpsons: Hit & Run,2003.0,"['Animation', 'Action', 'Adventure']",8.2,Dan Castellaneta,2379
1811,Manhunt,2003.0,"['Action', 'Crime', 'Horror']",8.2,Sean R. Lynch,2201
1812,Command & Conquer: Generals Zero Hour,2003.0,"['Action', 'War']",8.2,John Salwitz,857
1813,Ms. Pac-Man/Galaga: Class of 1981,2000.0,,8.2,,30
1814,SkyGunner,2001.0,"['Action', 'Adventure', 'Fantasy']",8.2,Hiroyuki Kotani,9
1815,Bakumatsu roman: Gekka no kenshi,1997.0,"['Action', 'Fantasy']",8.2,Makoto Awane,39
1816,King's Field II,1995.0,"['Adventure', 'Fantasy']",8.2,,25
1817,Tekki,2002.0,"['Action', 'War']",8.2,Hifumi Kôno,25
1818,Might and Magic VIII: Day of the Destroyer,2000.0,"['Adventure', 'Fantasy']",8.2,Mari Devon,66
1819,Soulcalibur II,2003.0,"['Action', 'Adventure', 'Fantasy']",8.2,Jin Okubo,1173
1820,The Colonel's Bequest,1989.0,"['Adventure', 'Comedy', 'Crime']",8.2,Chris Iden,55
1821,MechWarrior 2: Mercenaries,1996.0,"['Action', 'Adventure', 'Sci-Fi']",8.2,Bill Black,45
1822,Guilty Gear XX,2003.0,['Action'],8.2,Kohei Takaoka,152
1823,MechWarrior 2: 31st Century Combat,1995.0,"['Action', 'Sci-Fi']",8.2,John Spinale,100
1824,Bokujô monogatari,1996.0,['Adventure'],8.2,,120
1825,Dobutsu no mori,2001.0,"['Adventure', 'Family', 'Fantasy']",8.2,Katsuya Eguchi,864
1826,Gitaroo Man,2001.0,,8.2,Lenne Hardt,58
1827,EV Nova,2002.0,['Sci-Fi'],8.2,Matt Burch,25
1828,Spawn: In the Demon's Hand,2000.0,"['Action', 'Adventure', 'Fantasy']",8.2,Alyson Court,49
1829,Ken Griffey Jr. Presents Major League Baseball,1994.0,"['Family', 'Sport']",8.2,Ken Griffey Jr.,56
1830,Army Men RTS,2002.0,"['Action', 'Adventure']",8.2,Jim Cummings,53
1831,TV Land Presents Blast from the Past,2001.0,['Documentary'],8.2,Don Adams,23
1832,Rocky Legends,2002.0,"['Action', 'Comedy', 'Drama']",8.2,Jay Benedict,138
1833,The Journeyman Project,1993.0,"['Adventure', 'Sci-Fi']",8.2,Michel Kripalani,38
1834,Jackie Chan Adventures,2001.0,"['Action', 'Adventure', 'Comedy']",8.2,Michael Chang,86
1835,Civilization III,2001.0,['History'],8.2,,918
1836,Majestic,2001.0,"['Adventure', 'Thriller']",8.2,Bill Benschoter,20
1837,Super Mario Sunshine,2002.0,"['Action', 'Adventure', 'Crime']",8.2,Yoshiaki Koizumi,2628
1838,Virtua Fighter 4,2002.0,['Action'],8.2,Toru Ikebuchi,164
1839,Final Doom,1996.0,"['Action', 'Horror', 'Sci-Fi']",8.2,Dario Casali,518
1840,Master of Orion,1993.0,"['Adventure', 'Sci-Fi']",8.2,Stephen Barcia,79
1841,Sonic the Hedgehog,1991.0,"['Action', 'Adventure', 'Family']",8.2,Dennis Falt,2914
1842,Blue's Treasure Hunt,1999.0,"['Comedy', 'Family', 'Musical']",8.2,Koyalee Chanda,13
1843,Kaze no Kuronoa 2: Sekai ga nozonda wasuremono,2001.0,"['Action', 'Adventure', 'Fantasy']",8.2,Kumiko Watanabe,81
1844,Medal of Honor: Frontline,2002.0,"['Action', 'History', 'War']",8.2,Andreas Beckett,1595
1845,Aliens vs. Predator 2,2001.0,"['Action', 'Horror', 'Sci-Fi']",8.2,Nathan Hendrickson,1040
1846,RollerCoaster Tycoon: Loopy Landscapes,2000.0,,8.2,Chris Sawyer,66
1847,Popful Mail,1991.0,"['Action', 'Adventure', 'Comedy']",8.2,Victor Ireland,33
1848,Heavy Gear II,1999.0,['Action'],8.2,Jack Mamais,16
1849,Future Cop: L.A.P.D.,1998.0,['Action'],8.2,Shannon Finn,73
1850,Unreal,1998.0,"['Action', 'Sci-Fi']",8.2,Dj Carroll,452
1851,Saru gecchu,1999.0,"['Action', 'Comedy', 'Family']",8.2,Masamichi Seki,191
1852,Triple Play Baseball,2001.0,"['Family', 'Sport']",8.2,Jim Hughson,22
1853,Star Wars: X-Wing vs. TIE Fighter,1996.0,"['Action', 'Sci-Fi']",8.2,Bill Martin,243
1854,Star Trek: Bridge Commander,2002.0,"['Action', 'Sci-Fi']",8.2,Patrick Stewart,200
1855,MediEvil,1998.0,"['Action', 'Adventure', 'Fantasy']",8.2,Jason Wilson,555
1856,Gangsters 2: Vendetta,2001.0,"['Action', 'Crime']",8.2,,31
1857,Teenage Mutant Ninja Turtles: Turtles in Time,1991.0,"['Action', 'Adventure', 'Sci-Fi']",8.2,G. Suzuki,1259
1858,Startopia,2001.0,"['Action', 'Sci-Fi']",8.2,William Franklyn,43
1859,Demolition Racer: No Exit,2000.0,"['Action', 'Adventure', 'Family']",8.2,Sean Michael Fish,31
1860,Demolition Racer,1999.0,"['Action', 'Adventure', 'Family']",8.2,Sean Michael Fish,44
1861,Emperor: Battle for Dune,2002.0,"['Action', 'Adventure', 'Sci-Fi']",8.2,Joseph D. Kucan,221
1862,The Last Bounty Hunter,1994.0,"['Action', 'Adventure', 'Western']",8.2,David O. Roberts,18
1863,Chase the Express,2000.0,['Action'],8.2,Avi Landau,27
1864,Grind Session,2000.0,"['Action', 'Family', 'Sport']",8.2,,15
1865,Wipeout 2097,1996.0,"['Action', 'Sci-Fi', 'Sport']",8.2,,158
1866,Tenchu,1998.0,"['Action', 'Adventure', 'Drama']",8.2,Takuma Endo,309
1867,Syphon Filter 2,2000.0,"['Action', 'Adventure', 'Mystery']",8.2,John Chacon,552
1868,R4: Ridge Racer Type 4,1998.0,"['Family', 'Sport']",8.2,,66
1869,Toron ni kobun,1999.0,"['Action', 'Adventure', 'Comedy']",8.2,Caroly Larson,45
1870,Beruseruku mireniamu farukon hen wasurebana no sho,1999.0,"['Action', 'Fantasy']",8.2,Yoshio Togiya,144
1871,Wing Commander,1990.0,"['Action', 'Adventure', 'Sci-Fi']",8.2,Cam Clarke,275
1872,Fear Effect,2000.0,"['Action', 'Adventure', 'Fantasy']",8.2,John Zuur Platten,215
1873,Hercules' Hero Quest,1998.0,,8.2,Corey Burton,14
1874,Animaniacs Game Pack,1998.0,"['Action', 'Family', 'Fantasy']",8.2,Rob Paulsen,27
1875,Poketto Monsutâ Midori,1996.0,"['Action', 'Adventure', 'Family']",8.2,Satoshi Tajiri,109
1876,Soulcalibur,1998.0,"['Action', 'Adventure', 'Family']",8.2,Sôichirô Hoshi,740
1877,Resident Evil: Code: Veronica,2000.0,"['Action', 'Horror', 'Mystery']",8.2,Hiroki Katô,2877
1878,Prince of Persia,1989.0,"['Action', 'Adventure', 'Fantasy']",8.2,Jordan Mechner,1130
1879,Marvel vs. Capcom: Clash of Super Heroes,1998.0,"['Action', 'Adventure', 'Fantasy']",8.2,Tomomi Fube,633
1880,Marvel Super Heroes,1995.0,"['Action', 'Fantasy', 'Sci-Fi']",8.2,Cal Dodd,187
1881,Mortal Kombat II,1993.0,"['Action', 'Fantasy']",8.2,Richard Divizio,2587
1882,Star Trek: Judgment Rites,1993.0,"['Action', 'Adventure', 'Sci-Fi']",8.2,Greg Christensen,146
1883,Soru Ejji,1996.0,"['Action', 'Adventure', 'Fantasy']",8.2,Teruaki Konishi,263
1884,The Dark Eye,1995.0,"['Adventure', 'Drama', 'Horror']",8.2,Russel Lees,47
1885,"Sabrina, the Teenage Witch: Spellbound",1998.0,"['Family', 'Fantasy']",8.2,Nick Bakay,80
1886,Tex Murphy: Overseer,1998.0,"['Adventure', 'Crime', 'Mystery']",8.2,Adrian Carr,152
1887,Quake,1996.0,"['Action', 'Adventure', 'Horror']",8.2,John Romero,2280
1888,Crusader: No Remorse,1995.0,"['Action', 'Sci-Fi']",8.2,Steve Hemphill,84
1889,Lands of Lore: Guardians of Destiny,1997.0,"['Action', 'Adventure', 'Fantasy']",8.2,Joseph D. Kucan,76
1890,Phantasmagoria,1995.0,"['Adventure', 'Horror']",8.2,Peter Maris,670
1891,Star Trek: The Next Generation - A Final Unity,1995.0,"['Adventure', 'Sci-Fi']",8.2,Patrick Stewart,290
1892,SSN,1996.0,['Action'],8.2,Don McCuaig,13
1893,Endless Legend,2014.0,['Fantasy'],8.1,,10
1894,Carnivores,1998.0,['Sport'],8.1,,8
1895,Dungeons & Dragons: Shadow Over Mystara,1996.0,"['Action', 'Fantasy']",8.1,,16
1896,The Lord of the Rings: The Third Age,2004.0,['Fantasy'],8.1,,7
1897,Do you copy?,2017.0,['Thriller'],8.1,Asher Rosenbloom,13
1898,Kingdom Rush Vengeance,2018.0,['Fantasy'],8.1,Alvaro Azofra,25
1899,Samorost 3,2016.0,"['Adventure', 'Fantasy', 'Music']",8.1,Jakub Dvorský,63
1900,Dangerous Dave,1988.0,['Adventure'],8.1,John Romero,19
1901,The Legend of Heroes: Trails of Cold Steel III,2017.0,['Adventure'],8.1,Takayuki Kusano,48
1902,Tom and Jerry in House Trap,2000.0,"['Animation', 'Action', 'Adventure']",8.1,,30
1903,Poptropica,2007.0,['Adventure'],8.1,Jeff Kinney,31
1904,11.22.63 VR,2016.0,"['Drama', 'Mystery', 'Sci-Fi']",8.1,Peter Darley Miller,13
1905,A Way Out,2018.0,"['Action', 'Adventure', 'Crime']",8.1,Josef Fares,2111
1906,Hot Wheels: Turbo Racing,1999.0,,8.1,,11
1907,SCP: Containment Breach,2017.0,"['Adventure', 'Horror', 'Thriller']",8.1,Joonas Rikkonen,85
1908,Valkyria Chronicles 4,2018.0,"['Action', 'Adventure', 'Family']",8.1,Masaya Kobayashi,76
1909,Street Fighter: Bonus Stage VR,2017.0,['Action'],8.1,Ethan Shaftel,8
1910,Final Fantasy XV: Episode Ignis,2017.0,"['Action', 'Adventure', 'Fantasy']",8.1,Takefumi Terada,96
1911,The Magic Circle,2015.0,['Fantasy'],8.1,Lindsay Lauters Miller,9
1912,Gorogoa,2017.0,['Adventure'],8.1,Jason Roberts,105
1913,SpellForce 3,2017.0,['Fantasy'],8.1,Jennifer Armour,34
1914,The Legend of Heroes: Trails in the Sky SC,2006.0,['Adventure'],8.1,Toshihiro Kondo,32
1915,Tales of Hearts R,2013.0,['Adventure'],8.1,Hironori Naoi,11
1916,MLB 17: The Show,2017.0,,8.1,,53
1917,Metroid: Samus Returns,2017.0,"['Action', 'Adventure', 'Sci-Fi']",8.1,Takehiko Hosokawa,189
1918,Blasphemous,2019.0,"['Action', 'Horror']",8.1,Enrique Cabeza,141
1919,Antarctica in Decline,2017.0,['Documentary'],8.1,Mark Terry,9
1920,Utawarerumono: Mask of Deception,2015.0,['Action'],8.1,Keiji Fujiwara,13
1921,Everlasting Summer,2013.0,"['Drama', 'Romance']",8.1,,73
1922,Prey,2017.0,"['Action', 'Adventure', 'Horror']",8.1,Raphael Colantonio,1485
1923,The Power Rangers Activity Center,1997.0,"['Action', 'Family', 'Fantasy']",8.1,Donene Kistler,11
1924,Kim Possible: What's the Switch?,2006.0,"['Animation', 'Action', 'Family']",8.1,Nathalie Jasmin,22
1925,Panzer Front,1999.0,['War'],8.1,,7
1926,Seinto Seiya: Sorujâzu souru,2015.0,"['Action', 'Adventure', 'Fantasy']",8.1,,37
1927,Sousei no onmyouji,2017.0,['Action'],8.1,,59
1928,Dai Gyakuten Saiban: Naruhodou Ryuunosuke no Bouken,2015.0,['Mystery'],8.1,Shu Takumi,22
1929,Kelvin and the Infamous Machine,2016.0,['Adventure'],8.1,Leandro De Brasi,10
1930,Hyper Light Drifter,2016.0,"['Action', 'Adventure', 'Fantasy']",8.1,Alex Preston,149
1931,Accounting,2016.0,"['Adventure', 'Comedy', 'Fantasy']",8.1,William Pugh,57
1932,Star Wars: The Old Republic - Knights of the Eternal Throne,2016.0,"['Action', 'Sci-Fi']",8.1,Charles Boyd,248
1933,WRC World Rally Championship,2001.0,['Sport'],8.1,,15
1934,Fallout 4: Fusion City Rising,2016.0,"['Action', 'Adventure', 'Drama']",8.1,Rob Daniels,11
1935,Terrordrome: Rise of the Boogeymen,2015.0,"['Action', 'Horror']",8.1,Doug Bradley,16
1936,Grim Dawn,2016.0,['Horror'],8.1,Kent Clark,141
1937,Code Lyoko Quest for Infinity,2008.0,['Action'],8.1,,11
1938,Batman: The Telltale Series,2016.0,"['Action', 'Crime', 'Sci-Fi']",8.1,Mark Droste,3343
1939,Esper 2,2015.0,,8.1,Nick Frost,9
1940,Europa Universalis III,2007.0,['History'],8.1,,39
1941,Disney's Animated Storybook: Hercules,1997.0,"['Adventure', 'Family', 'Fantasy']",8.1,Steve Evangelatos,55
1942,Bloodstained: Ritual of the Night,2019.0,"['Action', 'Adventure', 'Horror']",8.1,Shutaro Iida,226
1943,The Legend of Heroes: Trails of Cold Steel,2013.0,['Adventure'],8.1,Valerie Arem,81
1944,Naruto Shippûden: Ultimate Ninja Heroes 3,2009.0,['Adventure'],8.1,Junko Takeuchi,34
1945,Fire Emblem: Radiant Dawn,2007.0,"['Action', 'Adventure', 'Family']",8.1,Taeko Kaneda,69
1946,Darkest Dungeon,2016.0,"['Action', 'Adventure', 'Fantasy']",8.1,Chris Bourassa,230
1947,Scooby Doo! First Frights,2009.0,"['Action', 'Adventure', 'Comedy']",8.1,Steve Blum,61
1948,Don't Escape 3,2015.0,"['Adventure', 'Horror', 'Mystery']",8.1,Scriptwelder,8
1949,Fire Emblem: Rekka No Ken,2003.0,"['Animation', 'Action', 'Family']",8.1,Taeko Kaneda,145
1950,Dreams,2020.0,"['Action', 'Adventure', 'Crime']",8.1,Sophie Okonedo,78
1951,Kerbal Space Program,2015.0,"['Adventure', 'Comedy', 'Sci-Fi']",8.1,Felipe Falanghe,100
1952,Yu-Gi-Oh!: The Dawn of Destiny,2004.0,['Action'],8.1,,49
1953,Seduce Me 2: The Demon War,2016.0,['Fantasy'],8.1,Michaela Laws,12
1954,Ratchet & Clank,2016.0,"['Action', 'Adventure', 'Fantasy']",8.1,Brian Allgeier,2114
1955,Faia Emuburemu: Seima no Koseki,2004.0,"['Action', 'Adventure', 'Drama']",8.1,Kentaro Nishimura,104
1956,Vainglory,2014.0,['Fantasy'],8.1,Kevin Andrew Rivera,34
1957,Disney's Ariel the Little Mermaid,1992.0,['Fantasy'],8.1,Christopher Daniel Barnes,29
1958,Super Mario Bros./Duck Hunt,1988.0,"['Action', 'Adventure', 'Family']",8.1,Shigeru Miyamoto,67
1959,Toejam & Earl: Back in the Groove,2019.0,"['Adventure', 'Comedy', 'Fantasy']",8.1,Greg Johnson,22
1960,Sins of a Solar Empire: Rebellion,2012.0,['Sci-Fi'],8.1,Jennifer Cameron,27
1961,Star Wars: The Old Republic - Shadow of Revan,2014.0,"['Action', 'Adventure', 'Fantasy']",8.1,James Ohlen,358
1962,Rune Factory 4,2014.0,['Adventure'],8.1,Ben Diskin,30
1963,Tiny Toon Adventures: Buster's Bad Dream,2002.0,['Action'],8.1,,11
1964,The Long Dark,2014.0,"['Adventure', 'Drama', 'Mystery']",8.1,Raphael van Lierop,373
1965,Divinity: Original Sin,2014.0,"['Adventure', 'Fantasy']",8.1,Swen Vincke,421
1966,Far Cry 4,2014.0,"['Action', 'Adventure']",8.1,Patrick Methe,8791
1967,Transistor,2014.0,"['Action', 'Adventure', 'Sci-Fi']",8.1,Logan Cunningham,659
1968,WildStar,2014.0,,8.1,Mike Donatelli,53
1969,HuniePop,2014.0,"['Fantasy', 'Romance']",8.1,Ryan Koons,164
1970,Warhammer Online: Wrath of Heroes,2012.0,,8.1,Sharon Amos,9
1971,Garry's Mod,2004.0,"['Action', 'Adventure', 'Sci-Fi']",8.1,,1261
1972,Shantae and the Pirate's Curse,2014.0,"['Action', 'Adventure', 'Comedy']",8.1,Matt Bozon,82
1973,Yu yu hakusho,1993.0,['Action'],8.1,Shigeru Chiba,47
1974,Goodbye Deponia,2013.0,['Adventure'],8.1,Jan Müller-Michaelis,134
1975,Nancy Drew: The Silent Spy,2013.0,"['Adventure', 'Mystery']",8.1,Tim Burke,39
1976,Ultra Street Fighter IV,2014.0,"['Action', 'Fantasy']",8.1,Hiroki Takahashi,332
1977,Football Manager 2012,2012.0,['Sport'],8.1,Ryan Mann,115
1978,Hitman,2016.0,"['Action', 'Adventure', 'Crime']",8.1,Ryan Barnard,2287
1979,I.G.I.-2: Covert Strike,2003.0,['Action'],8.1,Boris Sosna,175
1980,CR: The Last Samurai,2012.0,['Action'],8.1,Shin Koyamada,13
1981,Skate 3,2010.0,"['Action', 'Adventure', 'Sport']",8.1,Danny Way,610
1982,Dark Souls II,2014.0,"['Action', 'Adventure', 'Fantasy']",8.1,Yui Tanimura,2632
1983,WWE 2K14,2013.0,"['Action', 'Sport']",8.1,Joe Anoa'i,843
1984,Chicken Invaders 4: Ultimate Omelette,2011.0,"['Action', 'Sci-Fi']",8.1,,33
1985,Tekken Tag Tournament 2,2011.0,"['Action', 'Fantasy', 'Sci-Fi']",8.1,Yuichi Yonemori,640
1986,Chaos on Deponia,2012.0,['Adventure'],8.1,Jan Müller-Michaelis,149
1987,Monsutâ hantâ 4,2013.0,"['Action', 'Adventure', 'Family']",8.1,Kaname Fujioka,71
1988,Stargate SG-1: Unleashed,2013.0,"['Action', 'Sci-Fi']",8.1,Richard Dean Anderson,168
1989,Them's Fightin' Herds,2018.0,"['Action', 'Fantasy']",8.1,Tara Strong,12
1990,Bomber Man,1991.0,"['Action', 'Sci-Fi']",8.1,,33
1991,FIFA 13,2012.0,['Sport'],8.1,Alan McInally,1940
1992,Dôkutsu Monogatari,2004.0,"['Action', 'Adventure', 'Drama']",8.1,Daisuke Amaya,107
1993,Saturday Morning RPG,2012.0,['Action'],8.1,Josh Fairhurst,8
1994,Machinarium,2009.0,"['Adventure', 'Mystery', 'Sci-Fi']",8.1,Jakub Dvorský,449
1995,Samurai Warriors 3,2009.0,"['Action', 'Adventure', 'Family']",8.1,Toru Endo,16
1996,Rocksmith,2011.0,['Music'],8.1,Cynthia Catania,65
1997,Wing Commander Saga,2012.0,['Action'],8.1,Anton Romanyuk,21
1998,Poketto monsutâ Burakku 2,2012.0,"['Action', 'Adventure', 'Family']",8.1,Takao Unno,446
1999,Forza Motorsport 4,2011.0,"['Family', 'Sport']",8.1,Jeremy Clarkson,522
2000,Night Striker,1989.0,"['Action', 'Sci-Fi']",8.1,Kenji Kaido,18
2001,Lego Batman 2: DC Super Heroes,2012.0,"['Action', 'Sci-Fi']",8.1,Jon Burton,2223
2002,Return of the Jedi,1983.0,"['Action', 'Adventure', 'Sci-Fi']",8.1,Peter Ross-Murray,511
2003,Captain Blood,1988.0,['Sci-Fi'],8.1,,13
2004,Sûpâ Mario Adobansu 4,2003.0,"['Action', 'Adventure', 'Family']",8.1,Hiroyuki Kimura,225
2005,Project I.G.I.: I'm Going In,2000.0,['Action'],8.1,Michael Ironside,309
2006,Punch-Out!!,2009.0,"['Action', 'Comedy', 'Family']",8.1,Jason Carr,112
2007,Zombie Squash,2012.0,['Action'],8.1,Attila Juhasz,12
2008,Gregory Horror Show,2003.0,"['Adventure', 'Horror']",8.1,Eiro Shirahama,18
2009,Injustice: Gods Among Us,2013.0,"['Action', 'Adventure', 'Drama']",8.1,Ed Boon,5778
2010,Rayman Origins,2011.0,"['Animation', 'Action', 'Adventure']",8.1,Christina Batman,937
2011,Saints Row: The Third,2011.0,"['Action', 'Adventure', 'Comedy']",8.1,Keith Arem,5695
2012,Sûpâ Mario 3D rando,2011.0,"['Action', 'Adventure', 'Family']",8.1,Koichi Hayashida,1476
2013,MLB 11: The Show,2011.0,['Sport'],8.1,,38
2014,Lego City Undercover,2013.0,"['Animation', 'Action', 'Adventure']",8.1,Jon Burton,431
2015,Reiton-kyôju to majin no fue,2009.0,"['Adventure', 'Family', 'Horror']",8.1,Usuke Kumagai,141
2016,Poketto Monsutâ Daiyamondo,2006.0,"['Action', 'Adventure', 'Family']",8.1,Junichi Masuda,774
2017,Halo 4,2012.0,"['Action', 'Sci-Fi']",8.1,Frank O'Connor,6301
2018,Kyasarin,2011.0,"['Action', 'Fantasy', 'Horror']",8.1,Katsura Hashino,862
2019,Total War: Shogun 2,2011.0,"['Action', 'History', 'War']",8.1,Michael M. Simpson,601
2020,Battlefield 3,2011.0,"['Action', 'War']",8.1,Tom Keegan,8525
2021,Sonic Generations,2011.0,"['Action', 'Adventure', 'Family']",8.1,Hiroshi Miyamoto,1041
2022,Pro Evolution Soccer 3,2003.0,"['Action', 'Drama', 'Sport']",8.1,,233
2023,Hard Corps: Uprising,2011.0,"['Action', 'Adventure', 'Sci-Fi']",8.1,Hideyuki Anbe,19
2024,Resistance 3,2011.0,"['Action', 'Sci-Fi', 'Thriller']",8.1,Henry Hobson,876
2025,"Back to the Future: The Game - Episode 4, Double Visions",2011.0,"['Action', 'Adventure', 'Comedy']",8.1,Dave Grossman,287
2026,Fight Night Champion,2011.0,"['Action', 'Sport']",8.1,Elin Anderson,326
2027,Rasuto sutôrî,2011.0,"['Action', 'Adventure', 'Fantasy']",8.1,Hironobu Sakaguchi,161
2028,CR: Tom and Jerry,2010.0,,8.1,,22
2029,Nancy Drew: Warnings at Waverly Academy,2009.0,"['Adventure', 'Mystery']",8.1,Tim Burke,48
2030,Mount & Blade,2008.0,"['Action', 'Adventure']",8.1,Armagan Yavuz,358
2031,Enslaved: Odyssey to the West,2010.0,"['Action', 'Adventure', 'Sci-Fi']",8.1,Nina Kristensen,1504
2032,Gran Turismo 5,2010.0,['Sport'],8.1,Kazunori Yamauchi,812
