,Title,Year,Genre,Rating,Director,Votes
5768,Road of the Dead,2010.0,"['Action', 'Horror', 'Sci-Fi']",7.3,Marco Arsenault,7
5769,Oceanhorn,2013.0,['Adventure'],7.3,Heikki Repo,37
5770,Wonder 3,1991.0,"['Action', 'Adventure', 'Family']",7.3,Yoshiki Okamoto,20
5771,The King of Dragons,1991.0,"['Action', 'Adventure', 'Fantasy']",7.3,,43
5772,Knights of the Round,1991.0,"['Action', 'Adventure', 'Fantasy']",7.3,,66
5773,Sparkster,1994.0,"['Action', 'Adventure', 'Fantasy']",7.3,Hideo Ueda,21
5774,Miner Wars 2081,2012.0,['Sci-Fi'],7.3,Marek Rosa,15
5775,Super Pang,1990.0,['Action'],7.3,,31
5776,World Soccer Jikkyou Winning Eleven 4,1999.0,['Sport'],7.3,Shingo Takatsuka,90
5777,Leisure Suit Larry: Reloaded,2013.0,"['Adventure', 'Comedy']",7.3,Al Lowe,67
5778,Smash TV,1990.0,"['Action', 'Sci-Fi', 'Thriller']",7.3,Ed Boon,83
5779,Nintendô rando,2012.0,"['Adventure', 'Family']",7.3,Takayuki Shimamura,249
5780,Rockman 9: Yabô no fukkatsu!!,2008.0,['Action'],7.3,,143
5781,PlayStation All-Stars Battle Royale,2012.0,"['Action', 'Adventure', 'Family']",7.3,Manjit Jhita,548
5782,Spirit Camera: The Cursed Memoir,2012.0,"['Adventure', 'Horror']",7.3,Manabu Nagasaki,21
5783,Marvel: Avengers Alliance,2012.0,['Action'],7.3,,122
5784,Loren the Amazon Princess,2012.0,"['Action', 'Fantasy']",7.3,Apphia Yu,10
5785,Sora Kiba: Operation Code Vapor Trail,1990.0,"['Action', 'Sci-Fi']",7.3,,6
5786,Das Schwarze Auge - Satinavs Ketten,2012.0,['Adventure'],7.3,Kai Fiebig,49
5787,Awesomenauts,2011.0,['Action'],7.3,John Bain,61
5788,Alien Crush,1988.0,['Sci-Fi'],7.3,,10
5789,Gradius II: Gofer no Yabô,1988.0,"['Action', 'Sci-Fi']",7.3,,27
5790,Sniper Elite V2,2012.0,['Action'],7.3,Tom Clarke Hill,808
5791,Dynasty Warriors 7,2011.0,"['Action', 'Fantasy', 'History']",7.3,Atsushi Miyauchi,137
5792,Terra Force,1987.0,"['Action', 'Sci-Fi']",7.3,,9
5793,R.C. Pro-Am,1988.0,"['Action', 'Sport']",7.3,,49
5794,Insanely Twisted Shadow Planet,2011.0,"['Action', 'Adventure']",7.3,Michel Gagné,11
5795,Risk: Factions,2010.0,,7.3,Tim Dadabo,10
5796,Perfect Dark - Xbox Live Arcade,2010.0,['Sci-Fi'],7.3,,33
5797,Bigfoot,1990.0,['Sport'],7.3,,8
5798,Redline: Gang Warfare 2066,1999.0,['Action'],7.3,Kris N. Johnson,6
5799,Kenseiden,1988.0,['Action'],7.3,,11
5800,Baiohazâdo reberêshonzu,2012.0,"['Action', 'Horror', 'Mystery']",7.3,Koushi Nakanishi,1400
5801,Fainaru fantajî reishiki,2011.0,['Adventure'],7.3,Hajime Tabata,42
5802,El Shaddai: Ascension of the Metatron,2011.0,,7.3,Ewan Bailey,47
5803,Tower,1994.0,,7.3,Yoot Saito,19
5804,MLB 09: The Show,2009.0,['Sport'],7.3,,23
5805,League of Legends,2009.0,"['Action', 'Adventure', 'Fantasy']",7.3,Tom Cadwell,2353
5806,Pro Evolution Soccer 2012,2011.0,['Sport'],7.3,Jim Beglin,683
5807,The Chaos Engine,1993.0,"['Action', 'Sci-Fi']",7.3,,27
5808,The Sims Medieval,2011.0,['Adventure'],7.3,Laura Bailey,87
5809,Rockman 10: Uchû kara no kyôi!!,2010.0,['Action'],7.3,Ryota Ito,135
5810,EyeToy: Play 2,2004.0,['Action'],7.3,Ben Fairman,19
5811,dnd,1975.0,['Fantasy'],7.3,,9
5812,Cloak & Dagger,1983.0,"['Action', 'Sci-Fi']",7.3,,9
5813,Mini Ninjas,2009.0,,7.3,Jeremy C. Petreman,105
5814,The Gunstringer,2011.0,"['Action', 'Comedy', 'Fantasy']",7.3,Josh Bear,24
5815,Seiken densetsu: Heroes of Mana,2007.0,,7.3,,6
5816,Killing Floor,2009.0,"['Action', 'Horror', 'Sci-Fi']",7.3,Alex Quick,197
5817,Spongebob Squigglepants,2011.0,['Family'],7.3,James Montagna,14
5818,Wii Party,2010.0,"['Action', 'Adventure', 'Comedy']",7.3,Shuichiro Nishiya,158
5819,Silent Hill: Downpour,2011.0,"['Action', 'Adventure', 'Crime']",7.3,Brian Gomez,1047
5820,Ratchet & Clank: All 4 One,2011.0,"['Adventure', 'Family', 'Sci-Fi']",7.3,James Arnold Taylor,368
5821,Pac-Man: Championship Edition DX,2010.0,"['Action', 'Adventure', 'Fantasy']",7.3,Tadashi Iguchi,97
5822,Super Back to the Future II,1993.0,"['Action', 'Adventure', 'Sci-Fi']",7.3,,24
5823,Formula 1: 2010,2010.0,['Sport'],7.3,David Croft,112
5824,Medal of Honor,2010.0,"['Action', 'War']",7.3,Tobias Strömvall,2418
5825,Dead Rising 2: Case 0,2010.0,"['Action', 'Adventure', 'Drama']",7.3,Yoshinori Kawano,257
5826,Pokemon renjâ: Hikari no kiseki,2010.0,,7.3,Yukinori Torii,39
5827,Pro Evolution Soccer 2011,2010.0,['Sport'],7.3,Jim Beglin,711
5828,Twisted Metal,2012.0,"['Action', 'Horror', 'Sci-Fi']",7.3,David Jaffe,249
5829,End of Eternity,2010.0,"['Action', 'Adventure', 'Drama']",7.3,Takayuki Suguro,105
5830,Alien Breed,1991.0,"['Action', 'Sci-Fi']",7.3,Lynette Reade,39
5831,ModNation Racers,2010.0,"['Action', 'Comedy', 'Sport']",7.3,David Weinstein,123
5832,GoldenEye 007,2010.0,"['Action', 'Adventure', 'Thriller']",7.3,Kate Saxon,1226
5833,3D dotto gêmu hîrôzu,2009.0,"['Action', 'Family', 'Fantasy']",7.3,Kôichi Watanabe,27
5834,Doctor Who: The Adventure Games - City of the Daleks,2010.0,"['Adventure', 'Sci-Fi']",7.3,Matt Smith,86
5835,Dragon Ball: Raging Blast,2009.0,"['Action', 'Adventure', 'Fantasy']",7.3,Brice Armstrong,201
5836,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,2010.0,['Action'],7.3,Nikita Bogolyubov,28
5837,Deadly Creatures,2009.0,['Action'],7.3,Dennis Hopper,37
5838,Dishonored: Dunwall City Trials,2012.0,"['Action', 'Adventure', 'Fantasy']",7.3,Raphael Colantonio,7
5839,Torchlight,2009.0,"['Action', 'Fantasy']",7.3,Lani Minella,294
5840,FIFA Street 2,2006.0,['Sport'],7.3,,212
5841,Biohazard: The Darkside Chronicles,2009.0,"['Action', 'Adventure', 'Drama']",7.3,Hidé Gondoh,457
5842,Das Schwarze Auge - Drakensang: Verschwörung in Ferdok,2008.0,['Fantasy'],7.3,,7
5843,Cube Escape: The Lake,2015.0,['Mystery'],7.3,Maarten Looise,6
5844,Digimon World Data Squad,2006.0,"['Action', 'Adventure']",7.3,Sôichirô Hoshi,35
5845,Dexter the Game,2009.0,['Adventure'],7.3,Raphie Aronowitz,66
5846,Hidden & Dangerous,1999.0,"['Action', 'War']",7.3,,63
5847,Crashday,2006.0,,7.3,,35
5848,Lost Planet: Colonies,2008.0,"['Action', 'Adventure', 'Drama']",7.3,Hideki Fujii,47
5849,Ultrakill,2020.0,"['Action', 'Adventure', 'Fantasy']",7.3,Arsi Hakita Patala,7
5850,Lego Indiana Jones 2: The Adventure Continues,2009.0,"['Action', 'Adventure', 'Family']",7.3,Jon Burton,1003
5851,UFC Undisputed 2009,2009.0,"['Action', 'Sport']",7.3,Alan Noel Vega,128
5852,We Were Here,2017.0,['Mystery'],7.3,,19
5853,Wallace & Gromit's Grand Adventures: Muzzled!,2009.0,"['Adventure', 'Comedy', 'Family']",7.3,Heather Coombs,42
5854,MadWorld,2009.0,['Action'],7.3,Jack Fletcher,183
5855,80 Days,2014.0,"['Action', 'Adventure']",7.3,Joseph Humfrey,7
5856,Sacred 2: Fallen Angel,2008.0,['Fantasy'],7.3,Pat Duke,113
5857,Harry Potter and the Half-Blood Prince,2009.0,"['Action', 'Adventure', 'Drama']",7.3,Ralph Palmer,920
5858,Jurassic World Aftermath,2020.0,,7.3,Laura Bailey,14
5859,Gacha Club,2020.0,['Animation'],7.3,,8
5860,Stuart Little 3: Big Photo Adventure,2005.0,"['Adventure', 'Family']",7.3,Dave Allsopp,7
5861,Airline Tycoon Evolution,2002.0,,7.3,,6
5862,Helltaker,2020.0,['Action'],7.3,,44
5863,Indiana Jones and the Staff of Kings,2009.0,"['Action', 'Adventure']",7.3,John Armstrong,166
5864,Blue Fire,2021.0,['Adventure'],7.3,Gabriel Rosa,7
5865,Neon Abyss,2020.0,['Action'],7.3,Lans Wang,11
5866,Albion,1995.0,['Adventure'],7.3,,12
5867,King's Field IV,2001.0,"['Action', 'Adventure', 'Fantasy']",7.3,Rintaro Yamada,12
5868,Animated StoryBook: The Lion King,1994.0,"['Adventure', 'Drama', 'Family']",7.3,Rosanelda Aguirre,62
5869,Bokura wa Kasekihoridâ,2008.0,,7.3,Shunichi Ii,7
5870,Fallout: New Vegas - Dead Money,2010.0,['Action'],7.3,Chris Avellone,34
5871,Lego Legacy: Heroes Unboxed,2020.0,"['Action', 'Comedy', 'Family']",7.3,Lisa Ortiz,7
5872,Alto's Odyssey,2018.0,"['Action', 'Adventure']",7.3,Ryan Cash,6
5873,Conan: Hall of Volta,1984.0,,7.3,,12
5874,Tannenberg,2017.0,['War'],7.3,,7
5875,The Gardens Between,2018.0,['Adventure'],7.3,Henrik Pettersson,58
5876,Plants vs. Zombies Heroes,2016.0,"['Action', 'Adventure', 'Fantasy']",7.3,,12
5877,Resident Evil 7: Biohazard - Not a Hero,2017.0,['Horror'],7.3,Koushi Nakanishi,184
5878,Resident Evil 7: Biohazard - Banned Footage Vol. 2,2017.0,"['Action', 'Adventure', 'Horror']",7.3,Koushi Nakanishi,66
5879,Resident Evil 7: Biohazard - Banned Footage Vol. 1,2017.0,"['Action', 'Adventure', 'Horror']",7.3,Koushi Nakanishi,64
5880,Sword Art Online: Alicization Lycoris,2020.0,"['Animation', 'Action', 'Adventure']",7.3,Takashi Muto,15
5881,Othercide,2020.0,"['Action', 'Horror']",7.3,Anders Larsson,7
5882,Takahashi Meijin no bôkenjima II,1991.0,"['Action', 'Adventure', 'Fantasy']",7.3,,37
5883,Ghostrunner,2020.0,"['Action', 'Adventure', 'Fantasy']",7.3,Carl G. Brooks,170
5884,Alpha Protocol,2010.0,['Action'],7.3,Mo Davoudian,433
5885,Vacant Sky Vol. I: Contention,2008.0,['Fantasy'],7.3,Bishop Myers,11
5886,Mario Tennis Advance,2005.0,['Sport'],7.3,Kazumi Totaka,44
5887,Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner,2008.0,"['Adventure', 'Comedy', 'Family']",7.3,Mark Darin,40
5888,Nidhogg,2014.0,"['Action', 'Adventure', 'Comedy']",7.3,Mark Essen,15
5889,The Legend of Spyro: Dawn of the Dragon,2008.0,"['Action', 'Adventure', 'Family']",7.3,Jean-Marie Nazaret,385
5890,Journey to the Savage Planet,2020.0,['Adventure'],7.3,Alex Hutchinson,66
5891,Burnout 2: Point of Impact,2002.0,['Action'],7.3,Stoney Emshwiller,171
5892,Janpu sûpâ sutâzu,2005.0,"['Action', 'Fantasy', 'Sci-Fi']",7.3,,23
5893,Captain Planet and the Planeteers,1992.0,['Action'],7.3,,8
5894,Age of Conan: Hyborian Adventures,2008.0,"['Action', 'Adventure', 'Fantasy']",7.3,Gaute Godager,175
5895,One piece: Gurando batoru!,2001.0,"['Action', 'Adventure', 'Fantasy']",7.3,Takeshi Aono,35
5896,Eye of the Beholder,1990.0,['Fantasy'],7.3,Brett Sperry,46
5897,FIFA 08,2007.0,"['Family', 'Sport']",7.3,,773
5898,One piece: Gurando batoru! 2,2002.0,['Action'],7.3,Takeshi Aono,12
5899,Power Blade 2,1992.0,['Action'],7.3,Noriyasu Togakushi,6
5900,Souru kureidoru: Sekai o kurau mono,2007.0,['Adventure'],7.3,Shinichi Ikeda,14
5901,Tom Clancy's Ghost Recon: Desert Siege,2002.0,['Action'],7.3,,8
5902,Kung Fu Panda,2008.0,"['Animation', 'Action', 'Comedy']",7.3,Margaret Tang,390
5903,Lotus III: The Ultimate Challenge,1992.0,['Sport'],7.3,,23
5904,Happy Tree Friends: False Alarm,2008.0,,7.3,Kenn Navarro,25
5905,Ghost Recon Predator,2010.0,"['Action', 'War']",7.3,,8
5906,Mu Online,2001.0,"['Adventure', 'Fantasy']",7.3,,10
5907,One Night at Flumpty's 2,2015.0,"['Comedy', 'Horror']",7.3,Jonathan,7
5908,One Night at Flumpty's,2015.0,"['Comedy', 'Horror']",7.3,Jonathan,7
5909,Carrion,2020.0,"['Horror', 'Sci-Fi']",7.3,,138
5910,Disney Classic Games: Aladdin and the Lion King,2019.0,['Action'],7.3,Scott Weinger,32
5911,Alpha Omega,2019.0,['Action'],7.3,Joseph Puralewski,15
5912,Spooky's Jump Scare Mansion,2014.0,"['Adventure', 'Comedy', 'Horror']",7.3,Akuma Kira,30
5913,The Dark Pictures: Little Hope,2020.0,"['Drama', 'Horror', 'Mystery']",7.3,Nik Bowen,869
5914,Medal of Honor: Airborne,2007.0,"['Action', 'Adventure', 'Thriller']",7.3,Brian Bloom,1324
5915,The Great Escape,2003.0,['Adventure'],7.3,Jim Barclay,65
5916,Fuzion Frenzy,2001.0,"['Action', 'Sport']",7.3,Darren Wood,66
5917,Rocket Power: Beach Bandits,2002.0,,7.3,Joseph Ashton,8
5918,LSD: Dream Emulator,1998.0,"['Adventure', 'Horror', 'Thriller']",7.3,Osamu Sato,14
5919,Mordhau,2019.0,"['Action', 'War']",7.3,George Exley,39
5920,Super Fancy Pants Adventure,2017.0,"['Animation', 'Action', 'Adventure']",7.3,,9
5921,Hue,2016.0,['Adventure'],7.3,,61
5922,Florence,2018.0,['Romance'],7.3,Ken Wong,55
5923,Shin Sakura Taisen,2019.0,"['Animation', 'Action', 'Romance']",7.3,Tetsuya Ohtsubo,21
5924,Tropico 3,2009.0,,7.3,,33
5925,Red Steel 2,2010.0,"['Action', 'Western']",7.3,Jason Vandenberghe,75
5926,Pitstop,1984.0,,7.3,,8
5927,Hot Wheels,1985.0,,7.3,Elliot Handler,8
5928,Bid for Power,2000.0,"['Action', 'Adventure', 'Fantasy']",7.3,,13
5929,Viva Piñata,2006.0,"['Comedy', 'Family', 'Fantasy']",7.3,Gregg Mayles,201
5930,Anno 1503,2002.0,,7.3,,53
5931,Bug!,1995.0,['Action'],7.3,,26
5932,Zoo Tycoon 2: Endangered Species,2005.0,,7.3,,43
5933,Wallace & Gromit: The Curse of the Were-Rabbit,2005.0,"['Action', 'Adventure', 'Fantasy']",7.3,Peter Sallis,808
5934,Super Princess Peach,2005.0,"['Action', 'Adventure', 'Family']",7.3,Akio Imai,99
5935,MotorStorm,2006.0,"['Action', 'Sport']",7.3,Carlos Diego,357
5936,Exit,2005.0,['Action'],7.3,Hiroshi Aoki,13
5937,Robotron 64,1998.0,"['Action', 'Sci-Fi']",7.3,,81
5938,Rogue Trooper,2006.0,"['Action', 'Adventure', 'Fantasy']",7.3,Russell Bentley,118
5939,Up'n Down,1983.0,"['Action', 'Sport']",7.3,,26
5940,Test Drive,1987.0,['Sport'],7.3,,56
5941,Backyard Football,1999.0,['Sport'],7.3,Jen Taylor,35
5942,Cro-Mag Rally,2000.0,['Family'],7.3,,9
5943,Cadillacs and Dinosaurs: The Second Cataclysm,1994.0,"['Action', 'Adventure', 'Fantasy']",7.3,David Fox,37
5944,World War Zero,2004.0,"['Action', 'Fantasy', 'War']",7.3,David Hartley,18
5945,Rhapsody: A Musical Adventure,1999.0,,7.3,Yuri Amano,18
5946,Brigade E5: New Jagged Union,2005.0,"['Action', 'Adventure']",7.3,Shaun Lyng,31
5947,NHL 2007,2006.0,['Sport'],7.3,Jim Hughson,106
5948,SOCOM: U.S. Navy SEALs Fireteam Bravo,2005.0,['Action'],7.3,Gene Strocco,33
5949,Raze's Hell,2005.0,['Adventure'],7.3,Rick Banks,13
5950,Sukuryûbureikâ: Gôshin dorirurero,2005.0,"['Action', 'Adventure']",7.3,Ken Sugimori,33
5951,Driver: Parallel Lines,2006.0,"['Action', 'Crime', 'Thriller']",7.3,Tanner Harvey,371
5952,Super Punch-Out!!,1994.0,"['Action', 'Sport']",7.3,Charles Martinet,181
5953,Jungle Strike,1993.0,"['Action', 'Adventure']",7.3,Mike Posehn,74
5954,Madden NFL 2006,2005.0,,7.3,Troy Aguayo,187
5955,Narc,1988.0,"['Action', 'Crime', 'Thriller']",7.3,,110
5956,Street Fighter EX2,1998.0,"['Action', 'Adventure', 'Fantasy']",7.3,Yuri Amano,113
5957,Serious Sam II,2005.0,"['Action', 'Comedy', 'Sci-Fi']",7.3,Alen Ladavac,528
5958,Pazuru boburu 2,1996.0,['Family'],7.3,Yoshio Imamura,31
5959,Postal 2: Apocalypse Weekend,2004.0,"['Action', 'Comedy', 'Crime']",7.3,Rick Hunter,366
5960,Ninety-Nine Nights,2006.0,['Action'],7.3,Nika Futterman,72
5961,Jaws Unleashed,2006.0,"['Action', 'Adventure', 'Drama']",7.3,,295
5962,Bomberman,1998.0,['Action'],7.3,Shigeki Fujiwara,104
5963,Biohazard Outbreak: File 2,2004.0,"['Action', 'Horror', 'Mystery']",7.3,Eiichiro Sasaki,580
5964,Taz in Escape from Mars,1994.0,"['Action', 'Adventure', 'Family']",7.3,Jonathan Miller,32
5965,Porky's,1983.0,['Comedy'],7.3,,48
5966,Real bout garou densetsu special,1997.0,"['Action', 'Adventure']",7.3,Satoshi Hashimoto,34
5967,Evolva,2000.0,"['Action', 'Adventure', 'Fantasy']",7.3,Joss Ellis,21
5968,Constantine,2005.0,"['Action', 'Adventure', 'Fantasy']",7.3,Dylan Beale,316
5969,Star Wars: Episode III - Revenge of the Sith,2005.0,"['Action', 'Sci-Fi']",7.3,Adam Schnitzer,1645
5970,Splatterhouse 2,1992.0,['Horror'],7.3,,114
5971,Viper,1998.0,['Action'],7.3,Marc Crane,13
5972,Aggressive Inline,2002.0,"['Action', 'Sport']",7.3,Stevia Wren Haller,43
5973,Splatterhouse,1988.0,"['Action', 'Horror', 'Mystery']",7.3,Shigeru Yokoyama,170
5974,The Simpsons: Cartoon Studio,1996.0,['Comedy'],7.3,Dan Castellaneta,51
5975,Scaler,2004.0,['Fantasy'],7.3,Alexandre Parizeau,36
5976,Chicago 1930,2003.0,['Action'],7.3,Armin Gessert,20
5977,Mighty Morphin Power Rangers: The Fighting Edition,1995.0,"['Action', 'Family', 'Fantasy']",7.3,,92
5978,Hoshi no Kâbî 3,1997.0,['Adventure'],7.3,Shinichi Shimomura,99
5979,Zork III,1982.0,"['Adventure', 'Fantasy']",7.3,,17
5980,Force 21,1999.0,"['Action', 'Sci-Fi']",7.3,John Farnsworth,10
5981,Warlords Battlecry,2000.0,['Fantasy'],7.3,Alistair Duncan,21
5982,Murakumo,2002.0,"['Action', 'Sci-Fi']",7.3,Masanori Takeuchi,9
5983,Horned Owl,1995.0,"['Action', 'Adventure', 'Crime']",7.3,C.M. Higepin,10
5984,EA Sports Fight Night 2004,2004.0,['Sport'],7.3,Phil LaMarr,37
5985,Min'na no gorufu 3: Everybody's golf,2002.0,['Action'],7.3,Daisuke Takagi,19
5986,Might and Magic III: Isles of Terra,1991.0,['Fantasy'],7.3,Jon Van Canegham,29
5987,Sonic Advance 3,2004.0,"['Action', 'Adventure', 'Family']",7.3,Ryan Drummond,170
5988,Martian Gothic: Unification,2000.0,['Horror'],7.3,Stephen Marley,47
5989,Teenage Mutant Ninja Turtles: Manhattan Missions,1991.0,"['Action', 'Adventure', 'Family']",7.3,,55
5990,The Granstream Saga,1997.0,"['Action', 'Adventure', 'Drama']",7.3,Koji Yokota,23
5991,LMA Manager 2003,2002.0,['Fantasy'],7.3,Gary Lineker,11
5992,Time Crisis,1995.0,"['Action', 'Adventure', 'Romance']",7.3,Ramsay Scott,216
5993,Alter Echo,2003.0,['Action'],7.3,Matt Levin,15
5994,Star Trek: Deep Space Nine - Harbinger,1996.0,"['Action', 'Adventure', 'Sci-Fi']",7.3,Avery Brooks,81
5995,SSX,2000.0,"['Action', 'Family', 'Sport']",7.3,Scott Henshaw,125
5996,Horace Goes Skiing,1982.0,,7.3,,8
5997,Super Puzzle Fighter II X,1996.0,"['Comedy', 'Fantasy']",7.3,Noritaka Funamizu,65
5998,Colin McRae Rally 3,2002.0,['Action'],7.3,Nicky Grist,115
5999,Drag-On Dragoon,2003.0,"['Action', 'Adventure', 'Fantasy']",7.3,Yoko Taro,127
6000,Finding Nemo,2003.0,"['Action', 'Adventure', 'Drama']",7.3,Albert Brooks,609
6001,Thunder Force V: Perfect System,1998.0,"['Action', 'Sci-Fi']",7.3,Yunker Matai,20
6002,RTX Red Rock,2003.0,"['Action', 'Sci-Fi']",7.3,Hal Barwood,13
6003,.hack//Zettai houi vol. 4,2003.0,"['Action', 'Adventure', 'Drama']",7.3,Hiroshi Matsuyama,44
6004,The Sims: Bustin' Out,2003.0,"['Adventure', 'Comedy']",7.3,Michael Perry,184
6005,Batman: Rise of Sin Tzu,2003.0,"['Action', 'Adventure', 'Crime']",7.3,Pascal Colpron,309
6006,Medal of Honor: Rising Sun,2003.0,"['Action', 'Adventure', 'History']",7.3,Dale Dye,1079
6007,Tender Loving Care,1998.0,"['Adventure', 'Drama', 'Mystery']",7.3,David Wheeler,42
6008,EyeToy: Play,2003.0,['Family'],7.3,Burt Kwouk,76
6009,NHL 96,1995.0,['Sport'],7.3,Michael Donovan,59
6010,NHL 2000,1999.0,['Sport'],7.3,Jim Hughson,71
6011,OverBlood,1996.0,"['Adventure', 'Horror', 'Sci-Fi']",7.3,David Keith,37
6012,Wizard of Wor,1981.0,"['Action', 'Fantasy', 'Sci-Fi']",7.3,,32
6013,Space Harrier,1985.0,"['Action', 'Sci-Fi']",7.3,,118
6014,Ren & Stimpy: Stimpy's Invention,1993.0,"['Adventure', 'Comedy', 'Family']",7.3,John Kricfalusi,58
6015,NFL Blitz 2003,2002.0,['Sport'],7.3,Rod Smith,22
6016,Mace Griffin Bounty Hunter,2003.0,"['Action', 'Sci-Fi']",7.3,Ian Grieve,53
6017,BloodRayne,2002.0,"['Action', 'Adventure', 'Horror']",7.3,Josh Ashworth,581
6018,Tempest,1983.0,['Action'],7.3,,9
6019,Demolition Man,1994.0,"['Action', 'Crime', 'Sci-Fi']",7.3,Becky Allen,539
6020,Gauntlet II,1986.0,"['Action', 'Adventure', 'Fantasy']",7.3,,82
6021,The Simpsons: Road Rage,2001.0,"['Action', 'Comedy', 'Family']",7.3,Dan Castellaneta,722
6022,Defender,1982.0,"['Action', 'Adventure', 'Sci-Fi']",7.3,,15
6023,Bases Loaded 2,1990.0,"['Family', 'Sport']",7.3,,24
6024,Street Fighter Zero,1995.0,"['Action', 'Fantasy']",7.3,Tomomichi Nishimura,283
6025,Rampage: World Tour,1997.0,"['Action', 'Comedy', 'Fantasy']",7.3,Brian Colin,222
6026,Harry Potter and the Philosopher's Stone,2001.0,"['Action', 'Adventure', 'Fantasy']",7.3,Gregg Chilingirian,1268
6027,Blood II: The Chosen,1998.0,"['Action', 'Horror']",7.3,Stephan Weyte,173
6028,WWF Raw,1994.0,"['Action', 'Sport']",7.3,Mark Calaway,32
6029,Formula One 2001,2001.0,"['Family', 'Sport']",7.3,,42
6030,Doragon kuesuto II: Akuryou no kamigami,1987.0,"['Action', 'Adventure', 'Fantasy']",7.3,Koichi Nakamura,122
6031,Star Trek: The Next Generation Companion,1999.0,['Sci-Fi'],7.3,LeVar Burton,57
6032,Mario Kart: Super Circuit,2001.0,"['Action', 'Family', 'Sport']",7.3,Takeshi Ando,440
6033,Duke Nukem,1991.0,"['Action', 'Adventure', 'Sci-Fi']",7.3,Jon St. John,1021
6034,Cel Damage,2001.0,"['Action', 'Comedy']",7.3,Linda Cassidy,75
6035,Willow,1989.0,"['Action', 'Adventure', 'Fantasy']",7.3,Yoshiki Okamoto,85
6036,Monopoly,1998.0,"['Family', 'Sport']",7.3,,27
6037,Kaboom!,1981.0,"['Action', 'Family']",7.3,,40
6038,Frogger,1997.0,"['Adventure', 'Family']",7.3,,139
6039,Double Dragon,1987.0,"['Action', 'Family', 'Fantasy']",7.3,Yoshihisa Kishimoto,1224
6040,Chip 'n' Dale: Rescue Rangers,1990.0,"['Action', 'Adventure', 'Family']",7.3,,296
6041,Centipede,1980.0,"['Action', 'Family']",7.3,,215
6042,Activision Classics,1998.0,"['Action', 'Adventure', 'Family']",7.3,,17
6043,Star Wars Galaxies: An Empire Divided,2003.0,"['Action', 'Adventure', 'Sci-Fi']",7.3,David Boat,190
6044,Knockout Kings 2000,1999.0,,7.3,Al Albert,35
6045,Die Hard: Nakatomi Plaza,2002.0,"['Action', 'Adventure']",7.3,J. Bird,84
6046,Chessmaster 8000,2000.0,"['Family', 'Sport']",7.3,,14
6047,WWE WrestleMania X-8,2002.0,['Action'],7.3,Kurt Angle,229
6048,Extermination,2001.0,"['Action', 'Drama', 'Horror']",7.3,Yuzo Sugano,65
6049,Heavy Gear,1997.0,['Action'],7.3,Tim Morten,18
6050,Alien Trilogy,1996.0,"['Horror', 'Sci-Fi', 'Thriller']",7.3,Carter Inskeep,204
6051,WWF SmackDown! Just Bring It,2001.0,"['Action', 'Family', 'Sport']",7.3,Michael Coulthard,287
6052,Kohan: Immortal Sovereigns,2001.0,"['Action', 'Adventure', 'Fantasy']",7.3,Stéphane Brault,17
6053,Bushido Blade 2,1998.0,"['Action', 'Family', 'Fantasy']",7.3,Kunihiko Nakata,48
6054,Street Wars: Constructor Underworld,1999.0,"['Action', 'Crime']",7.3,,18
6055,Scooby-Doo: Classic Creep Capers,2000.0,"['Adventure', 'Comedy', 'Mystery']",7.3,Scott Innes,46
6056,Kabuki Quantum Fighter,1990.0,"['Action', 'Sci-Fi']",7.3,,17
6057,Stupid Invaders,2001.0,"['Adventure', 'Comedy', 'Sci-Fi']",7.3,Charlie Adler,47
6058,Muppet Monster Adventure,2000.0,"['Short', 'Adventure', 'Family']",7.3,Dave Allsopp,39
6059,Theme Park World,1999.0,['Comedy'],7.3,Stephen Kearin,123
6060,Misutâ Dorirâ,2000.0,['Family'],7.3,Toshio Furukawa,33
6061,Tetris Plus,1996.0,['Family'],7.3,Atsumi Takino,36
6062,Star Trek: Invasion,2000.0,"['Action', 'Adventure', 'Sci-Fi']",7.3,Ian Grieve,73
6063,WWF SmackDown!,2000.0,['Action'],7.3,Toshihiko Kitazawa,284
6064,Donald Duck Goin' Quackers,2000.0,"['Action', 'Adventure', 'Comedy']",7.3,Tony Anselmo,154
6065,The Jungle Book,1993.0,"['Action', 'Adventure', 'Family']",7.3,Robert Wright,77
6066,Hunchback of Notre Dame,1998.0,['Animation'],7.3,Corey Burton,29
6067,ClayFighter 63 1/3,1997.0,"['Action', 'Comedy']",7.3,Jeremy Airey,172
6068,Turok: Dinosaur Hunter,1997.0,"['Action', 'Adventure', 'Fantasy']",7.3,Dean Seltzer,586
6069,Star Trek: The Next Generation Interactive Technical Manual,1994.0,['Sci-Fi'],7.3,Jonathan Frakes,61
6070,Prince of Persia 3D,1999.0,"['Action', 'Adventure', 'Fantasy']",7.3,Michael Barrett,157
6071,Rockman 4: Aratanaru yabô!!,1991.0,"['Action', 'Adventure', 'Family']",7.3,Yoshinori Takenaka,566
6072,The Dame Was Loaded,1996.0,"['Adventure', 'Crime', 'Mystery']",7.3,Jo Lane,13
6073,In the 1st Degree,1995.0,"['Adventure', 'Crime', 'Drama']",7.3,Peter Adair,7
6074,Rygar,1987.0,"['Action', 'Adventure', 'Fantasy']",7.3,,81
