,Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,ID,Genre
31,Sonic & SEGA All-Stars Racing with Banjo-Kazooie    Read the review,X360,Sega,Sumo Digital,8.0,7.7,N/A,N/A,0.77m,0.37m,0.32m,N/A,0.07m,23rd Feb 10,N/A,34892,Racing
32,Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner    Read the review,PC,Telltale Games,Telltale Games,8.0,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Aug 08,N/A,26207,Adventure
33,Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner    Read the review,WW,Telltale Games,Telltale Games,8.0,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Aug 08,N/A,19766,Adventure
34,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free    Read the review,PC,Telltale Games,Telltale Games,8.0,8.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Sep 08,N/A,39661,Adventure
35,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free    Read the review,WW,Telltale Games,Telltale Games,8.0,8.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Sep 08,N/A,25878,Adventure
36,Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands    Read the review,PC,Telltale Games,Telltale Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Oct 08,N/A,39662,Adventure
37,Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands    Read the review,WW,Telltale Games,Telltale Games,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Oct 08,N/A,27590,Adventure
38,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough    Read the review,PC,Telltale Games,Telltale Games,8.0,8.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Dec 08,N/A,39664,Adventure
39,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough    Read the review,WW,Telltale Games,Telltale Games,8.0,8.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Dec 08,N/A,29401,Adventure
40,Swords & Soldiers    Read the review,WW,Ronimo Games,Ronimo Games,8.0,8.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Jun 09,N/A,25709,Strategy
41,Valkyria Chronicles: Behind Her Blue Flame    Read the review,PSN,Sega,Sega WOW Overworks,8.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Apr 09,N/A,35427,Role-Playing
42,Valkyria Chronicles: Challenges from Team Edy    Read the review,PSN,Sega,Sega WOW Overworks,8.0,N/A,8.0,N/A,N/A,N/A,N/A,N/A,N/A,25th Feb 10,N/A,38741,Role-Playing
43,Wii Fit    Read the review,Wii,Nintendo,Nintendo EAD,8.0,7.9,N/A,22.67m,N/A,N/A,N/A,N/A,N/A,21st May 08,N/A,7480,Sports
44,WWE SmackDown vs. Raw 2009    Read the review,Wii,THQ,Yuke's Media Creations,8.0,8.2,N/A,N/A,0.83m,0.44m,0.31m,N/A,0.08m,09th Nov 08,N/A,23193,Fighting
45,Apollo Justice: Ace Attorney    Read the review,DS,Capcom,Capcom,7.9,8.0,N/A,N/A,0.99m,0.28m,0.05m,0.64m,0.03m,19th Feb 08,N/A,4008,Adventure
46,Dead Rising 3    Read the review,XOne,Microsoft Studios,Capcom,7.9,N/A,N/A,2.90m,N/A,N/A,N/A,N/A,N/A,22nd Nov 13,24th Mar 18,73076,Action
47,Final Fantasy Crystal Chronicles: Echoes of Time    Read the review,DS,Square Enix,Square Enix,7.9,7.7,N/A,N/A,0.47m,0.12m,0.06m,0.27m,0.02m,24th Mar 09,N/A,27307,Role-Playing
48,Fire Pro Wrestling Returns    Read the review,PS2,Agetec,S-Neo,7.9,N/A,N/A,N/A,0.09m,0.04m,0.03m,N/A,0.01m,13th Nov 07,N/A,12743,Fighting
49,God of War: Chains of Olympus    Read the review,PSP,Sony Computer Entertainment,Ready at Dawn,7.9,8.9,9.5,3.26m,N/A,N/A,N/A,N/A,N/A,04th Mar 08,N/A,13394,Action
50,Rayman Raving Rabbids: TV Party    Read the review,Wii,Ubisoft,Ubisoft Paris,7.9,7.1,N/A,N/A,2.03m,0.72m,1.08m,N/A,0.23m,18th Nov 08,N/A,24659,Misc
51,Star Ocean: The Last Hope    Read the review,X360,Square Enix,tri-Ace,7.9,7.3,8.0,0.42m,N/A,N/A,N/A,N/A,N/A,24th Feb 09,N/A,23447,Role-Playing
52,Tales of Monkey Island Chapter 3: Lair of the Leviathan    Read the review,PC,Telltale Games,Telltale Games,7.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Sep 09,N/A,37323,Adventure
53,Tales of Monkey Island Chapter 5: Rise of the Pirate God    Read the review,PC,Telltale Games,Telltale Games,7.9,8.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Dec 09,N/A,37328,Adventure
54,Tenchu: Shadow Assassins    Read the review,PSP,Ubisoft,From Software,7.9,7.5,N/A,N/A,0.12m,0.03m,0.03m,0.05m,0.01m,24th Mar 09,N/A,32127,Action
55,Tenchu: Shadow Assassins    Read the review,Wii,Ubisoft,Acquire,7.9,7.0,N/A,N/A,0.21m,0.15m,0.01m,0.03m,0.01m,05th Feb 09,N/A,25288,Action
56,Wario Land: Shake It!    Read the review,Wii,Nintendo,Good-Feel,7.9,7.3,N/A,1.06m,N/A,N/A,N/A,N/A,N/A,22nd Sep 08,N/A,24197,Platform
57,Avalon Code    Read the review,DS,Marvelous Interactive,Matrix Software,7.8,7.1,N/A,N/A,0.24m,0.11m,0.00m,0.12m,0.01m,10th Mar 09,N/A,24036,Role-Playing
58,Brutal Legend    Read the review,PS3,Electronic Arts,Double Fine Productions,7.8,7.9,N/A,N/A,0.94m,0.54m,0.27m,N/A,0.13m,13th Oct 09,N/A,12323,Action
59,Brutal Legend    Read the review,X360,Electronic Arts,Double Fine Productions,7.8,8.5,N/A,N/A,0.97m,0.62m,0.26m,N/A,0.09m,13th Oct 09,N/A,12324,Action
60,Contra ReBirth    Read the review,WW,Konami,M2,7.8,8.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Sep 09,N/A,34287,Shooter
61,Dawn of Discovery    Read the review,Wii,Ubisoft,Sunflowers Interactive,7.8,7.9,N/A,N/A,0.19m,0.12m,0.06m,N/A,0.01m,23rd Jun 09,N/A,32231,Simulation
62,echochrome    Read the review,PSN,Sony Computer Entertainment,SCE Japan Studio,7.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st May 08,17th Sep 18,21740,Puzzle
63,echochrome,PSP,Sony Computer Entertainment,SCE Japan Studio,N/A,7.6,N/A,N/A,0.09m,N/A,0.01m,0.08m,0.00m,01st May 08,17th Sep 18,18841,Puzzle
64,Ether One    Read the review,PS4,Soedesco,White Paper Games,7.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Apr 16,22nd Nov 18,84145,Adventure
65,God Hand    Read the review,PS2,Capcom,Clover Studio,7.8,7.0,N/A,0.06m,N/A,N/A,N/A,N/A,N/A,10th Oct 06,N/A,868,Action
66,Guitar Hero: Smash Hits    Read the review,PS3,Activision,Neversoft Entertainment,7.8,7.4,N/A,N/A,0.35m,0.20m,0.11m,N/A,0.05m,16th Jun 09,N/A,34039,Misc
67,Guitar Hero: Smash Hits    Read the review,Wii,Activision,Neversoft Entertainment,7.8,7.5,N/A,N/A,0.58m,0.31m,0.21m,N/A,0.06m,16th Jun 09,N/A,34040,Misc
68,Guitar Hero: Smash Hits    Read the review,X360,Activision,Neversoft Entertainment,7.8,7.1,N/A,N/A,0.42m,0.23m,0.15m,N/A,0.04m,16th Jun 09,N/A,34041,Misc
69,Hammerin' Hero    Read the review,PSP,Atlus,Irem Software Engineering,7.8,7.0,N/A,N/A,0.08m,0.07m,N/A,N/A,0.01m,07th Apr 09,N/A,29968,Action
70,Just Cause 2    Read the review,PC,Eidos Interactive,Avalanche Studios,7.8,8.2,N/A,4.16m,N/A,N/A,N/A,N/A,N/A,23rd Mar 10,N/A,24233,Action
71,Just Cause 2    Read the review,PS3,Square Enix,Avalanche Studios,7.8,8.3,N/A,N/A,1.75m,0.45m,0.92m,0.06m,0.32m,23rd Mar 10,N/A,24231,Action
72,Just Cause 2    Read the review,X360,Square Enix,Avalanche Studios,7.8,8.0,N/A,N/A,1.60m,0.59m,0.83m,0.02m,0.17m,23rd Mar 10,N/A,24232,Action
73,Magic Orbz    Read the review,PSN,Sony Computer Entertainment,Creat Studios,7.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Jan 09,N/A,30514,Puzzle
74,Marble Saga: Kororinpa    Read the review,Wii,Konami,Hudson Soft,7.8,7.4,N/A,N/A,0.16m,0.09m,0.05m,0.00m,0.01m,17th Mar 09,N/A,28181,Puzzle
75,Me & My Katamari    Read the review,PSP,Namco,Namco,7.8,7.2,N/A,N/A,0.23m,0.13m,0.01m,0.08m,N/A,21st Mar 06,N/A,1289,Puzzle
76,Naruto: Ultimate Ninja Storm    Read the review,PS3,Namco Bandai,CyberConnect2,7.8,7.8,N/A,N/A,1.07m,0.49m,0.34m,0.09m,0.15m,04th Nov 08,N/A,18886,Fighting
77,Phantom Brave: We Meet Again    Read the review,Wii,NIS America,Nippon Ichi Software,7.8,7.6,N/A,N/A,0.13m,0.12m,N/A,0.01m,0.01m,11th Aug 09,N/A,32804,Role-Playing
78,Rabbids Go Home    Read the review,Wii,Ubisoft,Ubisoft Montpellier,7.8,8.0,N/A,N/A,1.13m,0.25m,0.74m,N/A,0.14m,03rd Nov 09,N/A,35000,Adventure
79,Rock Band Unplugged    Read the review,PSP,MTV Games,Backbone Entertainment / Harmonix Music Systems,7.8,8.0,N/A,N/A,0.50m,0.25m,0.15m,N/A,0.11m,09th Jun 09,N/A,32175,Misc
80,Sesame Street: Once Upon A Monster    Read the review,X360,Warner Bros. Interactive,Double Fine Productions,7.8,8.0,N/A,N/A,0.52m,0.39m,0.09m,N/A,0.04m,11th Oct 11,N/A,50346,Misc
81,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal    Read the review,PC,Telltale Games,Telltale Games,7.8,7.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th Jul 09,N/A,36108,Adventure
82,Toy Soldiers    Read the review,XBL,Microsoft,Signal Studios,7.8,8.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Mar 10,N/A,39395,Strategy
83,Trials HD - Big Pack    Read the review,XBL,Microsoft,"RedLynx, Ltd.",7.8,9.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Dec 09,N/A,42699,Misc
84,Dark Mist    Read the review,PSN,Sony Computer Entertainment,Game Republic,7.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th May 08,N/A,20083,Action
85,Dead Rising: Chop Till You Drop    Read the review,Wii,Capcom,Capcom Production Studio 1 / TOSE Software,7.7,6.7,7.2,N/A,0.29m,0.15m,0.07m,0.05m,0.02m,24th Feb 09,N/A,25899,Action
86,Everyday Shooter    Read the review,PSN,Sony Computer Entertainment,Queasy Games,7.7,8.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Oct 07,N/A,17580,Shooter
87,Fallout 3: Mothership Zeta    Read the review,PC,Bethesda Softworks,Bethesda Softworks,7.7,6.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Aug 09,N/A,34648,Role-Playing
88,Fallout 3: Mothership Zeta    Read the review,XBL,Bethesda Softworks,Bethesda Softworks,7.7,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Aug 09,N/A,34650,Role-Playing
89,Fallout: New Vegas    Read the review,X360,Bethesda Softworks,Obsidian Entertainment,7.7,8.2,N/A,N/A,4.08m,2.67m,1.03m,0.04m,0.34m,19th Oct 10,N/A,33663,Role-Playing
90,Folklore    Read the review,PS3,Sony Computer Entertainment,Game Republic,7.7,7.5,8.7,N/A,0.32m,0.20m,0.04m,0.05m,0.03m,09th Oct 07,N/A,7115,Role-Playing
91,Freshly-Picked: Tingle's Rosy Rupeeland    Read the review,DS,Nintendo,Vanpool,7.7,N/A,N/A,N/A,0.25m,N/A,0.01m,0.24m,0.00m,14th Sep 07,N/A,4586,Role-Playing
92,METRO 2033    Read the review,X360,THQ,4a-games,7.7,7.4,N/A,N/A,0.54m,0.22m,0.23m,0.03m,0.05m,16th Mar 10,N/A,40226,Shooter
93,Noby Noby Boy    Read the review,PSN,Namco Bandai,Bandai Namco Games,7.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Feb 09,N/A,27614,Puzzle
94,Singularity    Read the review,X360,Activision,Raven Software,7.7,7.7,N/A,N/A,0.32m,0.24m,0.04m,0.00m,0.03m,29th Jun 10,N/A,32429,Shooter
95,Skate 3    Read the review,PS3,EA Sports,EA Black Box,7.7,N/A,N/A,N/A,2.03m,0.79m,0.93m,N/A,0.32m,11th May 10,N/A,39124,Sports
96,Skate 3    Read the review,X360,EA Sports,EA Black Box,7.7,8.3,N/A,N/A,2.71m,1.47m,0.99m,N/A,0.25m,11th May 10,N/A,39125,Sports
97,The Dishwasher: Dead Samurai    Read the review,XBL,Microsoft,Ska Studios,7.7,7.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 09,N/A,25414,Action
98,Big Bang Mini    Read the review,DS,SouthPeak Interactive,Arkedo Studio,7.6,8.0,N/A,N/A,0.06m,0.05m,0.00m,N/A,0.00m,21st Jan 09,N/A,28673,Shooter
99,Deadly Creatures    Read the review,Wii,THQ,Rainbow Studios,7.6,6.9,6.8,N/A,0.22m,0.08m,0.12m,N/A,0.02m,09th Feb 09,N/A,16724,Action
100,Droplitz    Read the review,PSN,Atlus,Blitz Arcade,7.6,7.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jun 09,N/A,33506,Puzzle
101,Droplitz    Read the review,XBL,Atlus,Blitz Arcade,7.6,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Jun 09,N/A,33508,Puzzle
102,Football Manager 2012    Read the review,PC,Sega,Sega,7.6,8.5,N/A,N/A,1.50m,0.02m,1.16m,N/A,0.32m,21st Oct 11,N/A,57526,Sports
103,Lunar: Silver Star Harmony    Read the review,PSP,Xseed Games,Game Arts,7.6,7.9,N/A,N/A,0.24m,0.19m,N/A,0.03m,0.02m,02nd Mar 10,N/A,34467,Role-Playing
104,Monsters (Probably) Stole My Princess!    Read the review,PSN,Mediatonic,Mediatonic Ltd.,7.6,8.4,9.0,N/A,N/A,N/A,N/A,N/A,N/A,22nd Apr 10,N/A,44520,Platform
105,Wolfenstein    Read the review,PC,Activision,Raven Software,7.6,6.5,8.0,N/A,0.04m,0.01m,0.03m,N/A,0.01m,18th Aug 09,N/A,34956,Shooter
106,30XX    Read the review,PC,Batterystaple Games,Batterystaple Games,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,26th Aug 20,227248,Platform
107,A Plague Tale: Innocence    Read the review,XS,Unknown,Asobo Studio,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Jun 21,229275,Action-Adventure
108,Assassin's Creed    Read the review,PS3,Ubisoft,Ubisoft Montreal,7.5,8.2,8.5,N/A,4.83m,1.91m,2.01m,0.09m,0.82m,13th Nov 07,N/A,12727,Action
109,Assassin's Creed    Read the review,X360,Ubisoft,Ubisoft Montreal,7.5,8.2,8.0,N/A,5.55m,3.28m,1.64m,0.07m,0.56m,13th Nov 07,N/A,12728,Action
110,Assassin's Creed     Read the review,XBL,Ubisoft,Ubisoft Montreal,7.5,8.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Aug 09,N/A,37431,Adventure
111,Assassin's Creed II: Battle of Forlì    Read the review,PSN,Ubisoft,Ubisoft Montreal,7.5,7.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jan 10,N/A,42795,Action
112,Assassin's Creed II: Battle of Forlì    Read the review,XBL,Ubisoft,Ubisoft Montreal,7.5,6.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Jan 10,N/A,42794,Action
113,Blaster Master Zero 3    Read the review,NS,Unknown,Inti Creates,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Jun 21,229284,Action-Adventure
114,Bravely Default II    Read the review,NS,Nintendo,Silicon Studio,7.5,N/A,N/A,0.95m,N/A,N/A,N/A,N/A,N/A,26th Feb 21,17th Dec 19,225903,Role-Playing
115,Call of Duty: Black Ops Cold War    Read the review,PS5,Activision,Treyarch,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Nov 20,20th Aug 20,227091,Shooter
116,Call of the Sea    Read the review,XS,Raw Fury,Out of the Blue,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,07th May 20,226506,Adventure
117,Death Jr.: Root of Evil    Read the review,Wii,Eidos Interactive,Backbone Entertainment,7.5,7.3,N/A,N/A,0.11m,0.10m,0.00m,N/A,0.01m,27th May 08,N/A,18646,Platform
118,DiRT 5    Read the review,PC,Codemasters,Codemasters,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Nov 20,07th May 20,226511,Racing
119,Eternal Sonata    Read the review,PS3,Namco Bandai,Tri-Crescendo,7.5,8.3,N/A,N/A,0.44m,0.19m,0.12m,0.07m,0.05m,21st Oct 08,N/A,27150,Role-Playing
120,Far Cry 2    Read the review,PS3,Ubisoft,Ubisoft Montreal,7.5,8.4,N/A,N/A,1.38m,0.43m,0.69m,0.01m,0.26m,21st Oct 08,N/A,24704,Shooter
121,Far Cry 2    Read the review,X360,Ubisoft,Ubisoft Montreal,7.5,8.5,N/A,N/A,1.59m,0.72m,0.69m,0.02m,0.18m,21st Oct 08,N/A,24703,Shooter
122,Final Fight: Double Impact    Read the review,PSN,Capcom,Capcom,7.5,8.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Apr 10,N/A,41129,Action
123,Final Fight: Double Impact    Read the review,XBL,Capcom,Capcom,7.5,8.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Apr 10,N/A,41130,Action
124,Gran Turismo    Read the review,PSP,Sony Computer Entertainment,Polyphony Digital,7.5,7.7,9.5,4.67m,N/A,N/A,N/A,N/A,N/A,01st Oct 09,N/A,39761,Racing
125,LEGO Batman: The Videogame    Read the review,PC,Warner Bros. Interactive,Traveller's Tales,7.5,7.4,N/A,N/A,0.09m,0.04m,0.03m,N/A,0.01m,23rd Sep 08,N/A,19095,Adventure
126,LEGO Batman: The Videogame    Read the review,PS2,Warner Bros. Interactive,Traveller's Tales,7.5,7.6,N/A,N/A,1.27m,0.72m,0.03m,N/A,0.52m,23rd Sep 08,N/A,19096,Adventure
127,LEGO Batman: The Videogame    Read the review,PS3,Warner Bros. Interactive,Traveller's Tales,7.5,7.2,N/A,N/A,1.31m,0.72m,0.39m,N/A,0.19m,23rd Sep 08,N/A,13866,Adventure
128,LEGO Batman: The Videogame    Read the review,Wii,Warner Bros. Interactive,Traveller's Tales,7.5,7.3,N/A,N/A,3.08m,1.80m,0.98m,N/A,0.29m,23rd Sep 08,N/A,23937,Adventure
129,LEGO Batman: The Videogame    Read the review,X360,Warner Bros. Interactive,Traveller's Tales,7.5,7.5,N/A,N/A,3.44m,2.07m,1.04m,N/A,0.34m,23rd Sep 08,N/A,13867,Adventure
130,Lost Planet 2    Read the review,PS3,Capcom,Capcom,7.5,6.6,N/A,N/A,0.95m,0.29m,0.34m,0.20m,0.12m,11th May 10,N/A,32302,Shooter
131,Lost Planet 2    Read the review,X360,Capcom,Capcom,7.5,6.5,N/A,N/A,0.76m,0.38m,0.24m,0.08m,0.06m,11th May 10,N/A,32183,Shooter
132,Mana Khemia 2: Fall of Alchemy    Read the review,PS2,NIS America,Gust,7.5,8.2,N/A,N/A,0.20m,0.07m,0.05m,0.05m,0.02m,25th Aug 09,N/A,23088,Role-Playing
133,Marvel’s Spider-Man: Miles Morales    Read the review,PS5,Sony Interactive Entertainment,Insomniac Games,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Nov 20,11th Jun 20,226664,Action-Adventure
134,Monster Hunter Stories 2: Wings of Ruin    Read the review,NS,Capcom,Capcom,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 21,17th Sep 20,227336,Action-Adventure
135,Patchwork Heroes    Read the review,PSN,Sony Computer Entertainment,Acquire,7.5,8.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Mar 10,N/A,42736,Strategy
136,Photo Dojo    Read the review,DSiW,Nintendo,Nintendo,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th May 10,N/A,41778,Fighting
137,"Sakura Wars: So Long, My Love    Read the review",Wii,NIS America,RED Entertainment,7.5,7.4,N/A,N/A,0.11m,0.05m,0.04m,N/A,0.01m,30th Mar 10,N/A,34266,Role-Playing
138,Shin Megami Tensei: Strange Journey    Read the review,DS,Atlus,Atlus Co.,7.5,8.0,N/A,0.15m,N/A,N/A,N/A,N/A,N/A,23rd Mar 10,N/A,36725,Role-Playing
139,SingStar Legends    Read the review,PS2,Sony Computer Entertainment,SCEE London Studio,7.5,N/A,N/A,N/A,1.10m,0.12m,0.75m,N/A,0.23m,04th Nov 08,N/A,12723,Misc
